縣市別代碼,統計期,基本分類,原始值[統計數值],年增率[%]
63000,97年 11月,工資類,78.26,3.97
63000,97年 11月,機具設備租金類,94.23,5.68
63000,97年 12月,總指數,83.19,7.49
63000,97年 12月,材料類,82.27,9.32
63000,97年 12月,水泥及其製品類,86.85,6.97
63000,97年 12月,砂石及級配類,102.45,2.84
63000,97年 12月,磚瓦瓷類,0,0
63000,97年 12月,金屬製品類,81.33,-8.53
63000,97年 12月,木材及其製品類,77.24,-0.64
63000,97年 12月,塑膠製品類,54.52,1.77
63000,97年 12月,油漆塗料類,82.82,13.33
63000,97年 12月,機電設備類,91.24,-0.45
63000,97年 12月,瀝青及其製品類,90.71,58.07
63000,97年 12月,雜項材料類,83.99,6.11
63000,97年 12月,勞務類,85.14,4.33
63000,97年 12月,工資類,78.08,3.7
63000,97年 12月,機具設備租金類,93.67,4.96
63000,98年 1月,總指數,83,4.65
63000,98年 1月,材料類,81.98,4.82
63000,98年 1月,水泥及其製品類,85.9,5.08
63000,98年 1月,砂石及級配類,101.76,-4.1
63000,98年 1月,磚瓦瓷類,0,0
63000,98年 1月,金屬製品類,81.47,-15.78
63000,98年 1月,木材及其製品類,77.24,-0.64
63000,98年 1月,塑膠製品類,53.99,-3.37
63000,98年 1月,油漆塗料類,82.82,13.33
63000,98年 1月,機電設備類,90.83,-0.67
63000,98年 1月,瀝青及其製品類,90.5,57.31
63000,98年 1月,雜項材料類,84.71,7.01
63000,98年 1月,勞務類,85.13,4.32
63000,98年 1月,工資類,78.05,3.58
63000,98年 1月,機具設備租金類,93.67,5.06
63000,98年 2月,總指數,82.7,2.71
63000,98年 2月,材料類,81.78,2.14
63000,98年 2月,水泥及其製品類,86.03,5.23
63000,98年 2月,砂石及級配類,101.76,-4.1
63000,98年 2月,磚瓦瓷類,0,0
63000,98年 2月,金屬製品類,80.7,-21.29
63000,98年 2月,木材及其製品類,77.24,-0.64
63000,98年 2月,塑膠製品類,53.99,-3.37
63000,98年 2月,油漆塗料類,82.82,13.33
63000,98年 2月,機電設備類,90.88,-0.82
63000,98年 2月,瀝青及其製品類,90.5,57.31
63000,98年 2月,雜項材料類,84.58,6.61
63000,98年 2月,勞務類,84.68,3.77
63000,98年 2月,工資類,77.62,3.01
63000,98年 2月,機具設備租金類,93.2,4.52
63000,98年 3月,總指數,81.74,-2.47
63000,98年 3月,材料類,80.33,-5.52
63000,98年 3月,水泥及其製品類,85.24,0.72
63000,98年 3月,砂石及級配類,101.76,-3.98
63000,98年 3月,磚瓦瓷類,0,0
63000,98年 3月,金屬製品類,76.81,-30.77
63000,98年 3月,木材及其製品類,77.24,-0.64
63000,98年 3月,塑膠製品類,56.48,1.08
63000,98年 3月,油漆塗料類,82.82,13.33
63000,98年 3月,機電設備類,90.83,-1.38
63000,98年 3月,瀝青及其製品類,90.5,41.64
63000,98年 3月,雜項材料類,84.58,5.98
63000,98年 3月,勞務類,84.64,3.51
63000,98年 3月,工資類,77.53,2.59
63000,98年 3月,機具設備租金類,93.2,4.42
63000,98年 4月,總指數,81.29,-7.32
63000,98年 4月,材料類,79.69,-12.2
63000,98年 4月,水泥及其製品類,85.19,-2.5
63000,98年 4月,砂石及級配類,101.76,-3.46
63000,98年 4月,磚瓦瓷類,0,0
63000,98年 4月,金屬製品類,74.78,-36.93
63000,98年 4月,木材及其製品類,77.24,-0.64
63000,98年 4月,塑膠製品類,56.48,1.08
63000,98年 4月,油漆塗料類,82.45,12.83
63000,98年 4月,機電設備類,90.99,-1.73
63000,98年 4月,瀝青及其製品類,90.5,20.48
63000,98年 4月,雜項材料類,85.05,5
63000,98年 4月,勞務類,84.5,2.76
63000,98年 4月,工資類,77.36,1.34
63000,98年 4月,機具設備租金類,93.09,4.15
63000,98年 5月,總指數,80.75,-9.28
63000,98年 5月,材料類,79.05,-14.7
63000,98年 5月,水泥及其製品類,84.84,-2.92
63000,98年 5月,砂石及級配類,101.76,-2.55
63000,98年 5月,磚瓦瓷類,0,0
63000,98年 5月,金屬製品類,73.08,-41.26
63000,98年 5月,木材及其製品類,77.24,-2.35
63000,98年 5月,塑膠製品類,56.34,0.43
63000,98年 5月,油漆塗料類,82.45,2.25
63000,98年 5月,機電設備類,91.24,-1.52
63000,98年 5月,瀝青及其製品類,90.5,20.48
63000,98年 5月,雜項材料類,85.05,5
63000,98年 5月,勞務類,84.18,2.15
63000,98年 5月,工資類,77.31,0.9
63000,98年 5月,機具設備租金類,92.45,3.38
63000,98年 6月,總指數,80.48,-12.26
63000,98年 6月,材料類,78.66,-17.95
63000,98年 6月,水泥及其製品類,83.4,-4.57
63000,98年 6月,砂石及級配類,96.79,-6.81
63000,98年 6月,磚瓦瓷類,0,0
63000,98年 6月,金屬製品類,73.53,-44.28
63000,98年 6月,木材及其製品類,77.24,-6.41
63000,98年 6月,塑膠製品類,56.34,0.43
63000,98年 6月,油漆塗料類,82.45,1.78
63000,98年 6月,機電設備類,91.28,-1.5
63000,98年 6月,瀝青及其製品類,90.86,16.34
63000,98年 6月,雜項材料類,85.05,2.49
63000,98年 6月,勞務類,84.12,-0.11
63000,98年 6月,工資類,77.2,-1.2
63000,98年 6月,機具設備租金類,92.45,0.96
63000,98年 7月,總指數,80.46,-12.62
63000,98年 7月,材料類,78.61,-17.9
63000,98年 7月,水泥及其製品類,81.93,-6.26
63000,98年 7月,砂石及級配類,94.36,-9.16
63000,98年 7月,磚瓦瓷類,0,0
63000,98年 7月,金屬製品類,74.92,-42.46
63000,98年 7月,木材及其製品類,77.58,-8.59
63000,98年 7月,塑膠製品類,58.65,1.82
63000,98年 7月,油漆塗料類,82.45,1.78
63000,98年 7月,機電設備類,91.5,-1.46
63000,98年 7月,瀝青及其製品類,90.86,14.16
63000,98年 7月,雜項材料類,84.96,1.36
63000,98年 7月,勞務類,84.14,-1.53
63000,98年 7月,工資類,77.17,-1.23
63000,98年 7月,機具設備租金類,92.55,-1.8
63000,98年 8月,總指數,80.96,-10.5
63000,98年 8月,材料類,79.36,-14.81
63000,98年 8月,水泥及其製品類,81.77,-6.79
63000,98年 8月,砂石及級配類,94.36,-9.16
63000,98年 8月,磚瓦瓷類,0,0
63000,98年 8月,金屬製品類,77.38,-35.01
63000,98年 8月,木材及其製品類,77.75,-8.38
63000,98年 8月,塑膠製品類,58.65,-4.09
63000,98年 8月,油漆塗料類,82.45,0.89
63000,98年 8月,機電設備類,91.56,-1.55
63000,98年 8月,瀝青及其製品類,90.86,9.34
63000,98年 8月,雜項材料類,84.96,0.49
63000,98年 8月,勞務類,84.17,-1.74
63000,98年 8月,工資類,77.18,-1.45
63000,98年 8月,機具設備租金類,92.59,-2.01
63000,98年 9月,總指數,81.09,-9.24
63000,98年 9月,材料類,79.55,-12.96
63000,98年 9月,水泥及其製品類,80.34,-7.94
63000,98年 9月,砂石及級配類,96.44,-7.15
63000,98年 9月,磚瓦瓷類,0,0
63000,98年 9月,金屬製品類,78.96,-26.65
63000,98年 9月,木材及其製品類,78.26,-7.79
63000,98年 9月,塑膠製品類,58.65,-4.09
63000,98年 9月,油漆塗料類,82.45,0.45
63000,98年 9月,機電設備類,91.88,-1.07
63000,98年 9月,瀝青及其製品類,90.86,-1.38
63000,98年 9月,雜項材料類,85.13,1.35
63000,98年 9月,勞務類,84.18,-1.84
63000,98年 9月,工資類,77.18,-1.68
63000,98年 9月,機具設備租金類,92.62,-1.98
63000,98年 10月,總指數,80.64,-6.96
63000,98年 10月,材料類,78.88,-9.65
63000,98年 10月,水泥及其製品類,80.03,-8.3
63000,98年 10月,砂石及級配類,95.72,-7.85
63000,98年 10月,磚瓦瓷類,0,0
63000,98年 10月,金屬製品類,77.21,-18.96
63000,98年 10月,木材及其製品類,78.26,-5.67
63000,98年 10月,塑膠製品類,58.65,3.72
63000,98年 10月,油漆塗料類,82.45,-0.44
63000,98年 10月,機電設備類,91.88,-0.84
63000,98年 10月,瀝青及其製品類,90.86,-1.16
63000,98年 10月,雜項材料類,85.13,1.35
63000,98年 10月,勞務類,84.14,-1.87
63000,98年 10月,工資類,77.11,-1.75
63000,98年 10月,機具設備租金類,92.62,-1.95
63000,98年 11月,總指數,80.82,-3.91
63000,98年 11月,材料類,79.17,-5.17
63000,98年 11月,水泥及其製品類,79.62,-8.33
63000,98年 11月,砂石及級配類,95.72,-7.22
63000,98年 11月,磚瓦瓷類,0,0
63000,98年 11月,金屬製品類,76.5,-8.73
63000,98年 11月,木材及其製品類,78.67,-4.31
63000,98年 11月,塑膠製品類,58.65,4.28
63000,98年 11月,油漆塗料類,82.45,-0.44
63000,98年 11月,機電設備類,91.9,0.06
63000,98年 11月,瀝青及其製品類,93.72,1.95
63000,98年 11月,雜項材料類,85.13,1.35
63000,98年 11月,勞務類,84.12,-1.62
63000,98年 11月,工資類,77.01,-1.6
63000,98年 11月,機具設備租金類,92.68,-1.64
63000,98年 12月,總指數,81.66,-1.83
63000,98年 12月,材料類,80.48,-2.18
63000,98年 12月,水泥及其製品類,78.51,-9.61
63000,98年 12月,砂石及級配類,95.72,-6.57
63000,98年 12月,磚瓦瓷類,0,0
63000,98年 12月,金屬製品類,76.59,-5.83
63000,98年 12月,木材及其製品類,79.63,3.09
63000,98年 12月,塑膠製品類,58.65,7.57
63000,98年 12月,油漆塗料類,82.45,-0.44
63000,98年 12月,機電設備類,92.09,0.93
63000,98年 12月,瀝青及其製品類,100.76,11.09
63000,98年 12月,雜項材料類,85.13,1.35
63000,98年 12月,勞務類,84.12,-1.2
63000,98年 12月,工資類,77.01,-1.37
63000,98年 12月,機具設備租金類,92.68,-1.06
63000,99年 1月,總指數,82.24,-0.92
63000,99年 1月,材料類,81.35,-0.77
63000,99年 1月,水泥及其製品類,77.98,-9.22
63000,99年 1月,砂石及級配類,95.72,-5.94
63000,99年 1月,磚瓦瓷類,0,0
63000,99年 1月,金屬製品類,79.62,-2.28
63000,99年 1月,木材及其製品類,81.46,5.46
63000,99年 1月,塑膠製品類,60.97,12.91
63000,99年 1月,油漆塗料類,82.45,-0.44
63000,99年 1月,機電設備類,92.21,1.53
63000,99年 1月,瀝青及其製品類,100.76,11.34
63000,99年 1月,雜項材料類,85.13,0.49
63000,99年 1月,勞務類,84.12,-1.18
63000,99年 1月,工資類,77.01,-1.33
63000,99年 1月,機具設備租金類,92.68,-1.06
63000,99年 2月,總指數,82.48,-0.27
63000,99年 2月,材料類,81.74,-0.04
63000,99年 2月,水泥及其製品類,77.36,-10.07
63000,99年 2月,砂石及級配類,95.72,-5.94
63000,99年 2月,磚瓦瓷類,0,0
63000,99年 2月,金屬製品類,80.54,-0.2
63000,99年 2月,木材及其製品類,83.31,7.85
63000,99年 2月,塑膠製品類,63.27,17.19
63000,99年 2月,油漆塗料類,82.45,-0.44
63000,99年 2月,機電設備類,92.39,1.66
63000,99年 2月,瀝青及其製品類,101.72,12.4
63000,99年 2月,雜項材料類,84.95,0.45
63000,99年 2月,勞務類,84.12,-0.66
63000,99年 2月,工資類,77.01,-0.79
63000,99年 2月,機具設備租金類,92.68,-0.56
63000,99年 3月,總指數,83.68,2.36
63000,99年 3月,材料類,83.58,4.04
63000,99年 3月,水泥及其製品類,77.21,-9.42
63000,99年 3月,砂石及級配類,95.72,-5.94
63000,99年 3月,磚瓦瓷類,0,0
63000,99年 3月,金屬製品類,83.9,9.23
63000,99年 3月,木材及其製品類,84.23,9.04
63000,99年 3月,塑膠製品類,63.27,12.02
63000,99年 3月,油漆塗料類,83.04,0.26
63000,99年 3月,機電設備類,92.09,1.39
63000,99年 3月,瀝青及其製品類,105.25,16.3
63000,99年 3月,雜項材料類,84.95,0.45
63000,99年 3月,勞務類,84.12,-0.61
63000,99年 3月,工資類,77.01,-0.68
63000,99年 3月,機具設備租金類,92.68,-0.56
63000,99年 4月,總指數,85.04,4.61
63000,99年 4月,材料類,85.69,7.52
63000,99年 4月,水泥及其製品類,76.69,-9.98
63000,99年 4月,砂石及級配類,96.41,-5.26
63000,99年 4月,磚瓦瓷類,0,0
63000,99年 4月,金屬製品類,90.81,21.44
63000,99年 4月,木材及其製品類,86.06,11.42
63000,99年 4月,塑膠製品類,63.27,12.02
63000,99年 4月,油漆塗料類,83.04,0.71
63000,99年 4月,機電設備類,92.33,1.47
63000,99年 4月,瀝青及其製品類,105.25,16.3
63000,99年 4月,雜項材料類,85.06,0.01
63000,99年 4月,勞務類,84.03,-0.56
63000,99年 4月,工資類,77.01,-0.46
63000,99年 4月,機具設備租金類,92.5,-0.64
63000,99年 5月,總指數,84.8,5.01
63000,99年 5月,材料類,85.34,7.96
63000,99年 5月,水泥及其製品類,76.42,-9.92
63000,99年 5月,砂石及級配類,96.41,-5.26
63000,99年 5月,磚瓦瓷類,0,0
63000,99年 5月,金屬製品類,89.8,22.89
63000,99年 5月,木材及其製品類,88.01,13.93
63000,99年 5月,塑膠製品類,63.27,12.31
63000,99年 5月,油漆塗料類,84.02,1.9
63000,99年 5月,機電設備類,92.41,1.29
63000,99年 5月,瀝青及其製品類,105.25,16.3
63000,99年 5月,雜項材料類,85.06,0.01
63000,99年 5月,勞務類,84.03,-0.17
63000,99年 5月,工資類,77.01,-0.4
63000,99年 5月,機具設備租金類,92.5,0.05
63000,99年 6月,總指數,83.99,4.37
63000,99年 6月,材料類,84.09,6.9
63000,99年 6月,水泥及其製品類,76.42,-8.37
63000,99年 6月,砂石及級配類,96.41,-0.4
63000,99年 6月,磚瓦瓷類,0,0
63000,99年 6月,金屬製品類,85.94,16.88
63000,99年 6月,木材及其製品類,88.52,14.6
63000,99年 6月,塑膠製品類,60.97,8.22
63000,99年 6月,油漆塗料類,84.51,2.49
63000,99年 6月,機電設備類,92.02,0.81
63000,99年 6月,瀝青及其製品類,105.25,15.83
63000,99年 6月,雜項材料類,85.03,-0.02
63000,99年 6月,勞務類,84.06,-0.07
63000,99年 6月,工資類,77.01,-0.25
63000,99年 6月,機具設備租金類,92.55,0.1
63000,99年 7月,總指數,83.88,4.25
63000,99年 7月,材料類,83.9,6.72
63000,99年 7月,水泥及其製品類,76.43,-6.71
63000,99年 7月,砂石及級配類,96.41,2.18
63000,99年 7月,磚瓦瓷類,0,0
63000,99年 7月,金屬製品類,85.39,13.98
63000,99年 7月,木材及其製品類,89.43,15.28
63000,99年 7月,塑膠製品類,58.65,0
63000,99年 7月,油漆塗料類,84.51,2.49
63000,99年 7月,機電設備類,92.03,0.58
63000,99年 7月,瀝青及其製品類,105.25,15.83
63000,99年 7月,雜項材料類,85.14,0.2
63000,99年 7月,勞務類,84.06,-0.1
63000,99年 7月,工資類,77.01,-0.22
63000,99年 7月,機具設備租金類,92.57,0.02
63000,99年 8月,總指數,83.94,3.67
63000,99年 8月,材料類,83.94,5.78
63000,99年 8月,水泥及其製品類,75.9,-7.18
63000,99年 8月,砂石及級配類,96.41,2.18
63000,99年 8月,磚瓦瓷類,0,0
63000,99年 8月,金屬製品類,85.91,11.02
63000,99年 8月,木材及其製品類,90.26,16.08
63000,99年 8月,塑膠製品類,58.65,0
63000,99年 8月,油漆塗料類,84.51,2.49
63000,99年 8月,機電設備類,92.12,0.61
63000,99年 8月,瀝青及其製品類,105.25,15.83
63000,99年 8月,雜項材料類,85.21,0.3
63000,99年 8月,勞務類,84.16,-0.01
63000,99年 8月,工資類,76.99,-0.25
63000,99年 8月,機具設備租金類,92.79,0.21
63000,99年 9月,總指數,83.66,3.18
63000,99年 9月,材料類,83.48,4.94
63000,99年 9月,水泥及其製品類,74.04,-7.85
63000,99年 9月,砂石及級配類,96.41,-0.03
63000,99年 9月,磚瓦瓷類,0,0
63000,99年 9月,金屬製品類,86.06,8.99
63000,99年 9月,木材及其製品類,90.26,15.33
63000,99年 9月,塑膠製品類,61.3,4.52
63000,99年 9月,油漆塗料類,84.51,2.49
63000,99年 9月,機電設備類,92.33,0.49
63000,99年 9月,瀝青及其製品類,105.25,15.83
63000,99年 9月,雜項材料類,85.21,0.1
63000,99年 9月,勞務類,84.21,0.03
63000,99年 9月,工資類,77.01,-0.22
63000,99年 9月,機具設備租金類,92.87,0.27
63000,99年 10月,總指數,83.56,3.63
63000,99年 10月,材料類,83.02,5.24
63000,99年 10月,水泥及其製品類,74.04,-7.48
63000,99年 10月,砂石及級配類,96.41,0.72
63000,99年 10月,磚瓦瓷類,0,0
63000,99年 10月,金屬製品類,84.45,9.39
63000,99年 10月,木材及其製品類,91.07,16.37
63000,99年 10月,塑膠製品類,62.83,7.12
63000,99年 10月,油漆塗料類,84.51,2.49
63000,99年 10月,機電設備類,92.72,0.91
63000,99年 10月,瀝青及其製品類,105.25,15.83
63000,99年 10月,雜項材料類,85.21,0.1
63000,99年 10月,勞務類,84.82,0.81
63000,99年 10月,工資類,77.82,0.92
63000,99年 10月,機具設備租金類,93.26,0.68
63000,99年 11月,總指數,83.8,3.69
63000,99年 11月,材料類,83.29,5.19
63000,99年 11月,水泥及其製品類,74.04,-7.01
63000,99年 11月,砂石及級配類,97.23,1.58
63000,99年 11月,磚瓦瓷類,0,0
63000,99年 11月,金屬製品類,85.04,11.16
63000,99年 11月,木材及其製品類,91.07,15.76
63000,99年 11月,塑膠製品類,63.59,8.43
63000,99年 11月,油漆塗料類,87.42,6.02
63000,99年 11月,機電設備類,92.87,1.05
63000,99年 11月,瀝青及其製品類,105.25,12.3
63000,99年 11月,雜項材料類,86,1.02
63000,99年 11月,勞務類,84.99,1.04
63000,99年 11月,工資類,77.82,1.06
63000,99年 11月,機具設備租金類,93.63,1.02
63000,99年 12月,總指數,84.14,3.04
63000,99年 12月,材料類,83.74,4.05
63000,99年 12月,水泥及其製品類,74.04,-5.69
63000,99年 12月,砂石及級配類,97.23,1.58
63000,99年 12月,磚瓦瓷類,0,0
63000,99年 12月,金屬製品類,86.42,12.83
63000,99年 12月,木材及其製品類,91.07,14.37
63000,99年 12月,塑膠製品類,63.59,8.43
63000,99年 12月,油漆塗料類,87.91,6.63
63000,99年 12月,機電設備類,92.91,0.89
63000,99年 12月,瀝青及其製品類,105.25,4.45
63000,99年 12月,雜項材料類,86,1.02
63000,99年 12月,勞務類,85.15,1.23
63000,99年 12月,工資類,77.86,1.11
63000,99年 12月,機具設備租金類,93.91,1.33
63000,100年 1月,總指數,84.97,3.32
63000,100年 1月,材料類,84.98,4.46
63000,100年 1月,水泥及其製品類,74.11,-4.97
63000,100年 1月,砂石及級配類,96.41,0.72
63000,100年 1月,磚瓦瓷類,0,0
63000,100年 1月,金屬製品類,90.31,13.43
63000,100年 1月,木材及其製品類,91.07,11.79
63000,100年 1月,塑膠製品類,63.59,4.31
63000,100年 1月,油漆塗料類,89.41,8.44
63000,100年 1月,機電設備類,93.12,0.99
63000,100年 1月,瀝青及其製品類,105.25,4.45
63000,100年 1月,雜項材料類,86,1.02
63000,100年 1月,勞務類,85.2,1.28
63000,100年 1月,工資類,77.95,1.23
63000,100年 1月,機具設備租金類,93.91,1.33
63000,100年 2月,總指數,85.37,3.51
63000,100年 2月,材料類,85.48,4.57
63000,100年 2月,水泥及其製品類,74.15,-4.15
63000,100年 2月,砂石及級配類,96.41,0.72
63000,100年 2月,磚瓦瓷類,0,0
63000,100年 2月,金屬製品類,91.83,14.02
63000,100年 2月,木材及其製品類,91.41,9.73
63000,100年 2月,塑膠製品類,64.33,1.67
63000,100年 2月,油漆塗料類,89.41,8.44
63000,100年 2月,機電設備類,93.17,0.85
63000,100年 2月,瀝青及其製品類,105.25,3.47
63000,100年 2月,雜項材料類,86.02,1.25
63000,100年 2月,勞務類,85.4,1.52
63000,100年 2月,工資類,77.95,1.23
63000,100年 2月,機具設備租金類,94.35,1.8
63000,100年 3月,總指數,85.91,2.67
63000,100年 3月,材料類,86.31,3.27
63000,100年 3月,水泥及其製品類,74.68,-3.28
63000,100年 3月,砂石及級配類,96.41,0.72
63000,100年 3月,磚瓦瓷類,0,0
63000,100年 3月,金屬製品類,93.78,11.78
63000,100年 3月,木材及其製品類,92.1,9.35
63000,100年 3月,塑膠製品類,66.96,5.83
63000,100年 3月,油漆塗料類,90.27,8.71
63000,100年 3月,機電設備類,93.52,1.55
63000,100年 3月,瀝青及其製品類,105.25,0
63000,100年 3月,雜項材料類,86.07,1.32
63000,100年 3月,勞務類,85.41,1.53
63000,100年 3月,工資類,77.95,1.23
63000,100年 3月,機具設備租金類,94.38,1.83
63000,100年 4月,總指數,85.77,0.86
63000,100年 4月,材料類,86.08,0.46
63000,100年 4月,水泥及其製品類,74.94,-2.27
63000,100年 4月,砂石及級配類,96.41,0
63000,100年 4月,磚瓦瓷類,0,0
63000,100年 4月,金屬製品類,92.5,1.86
63000,100年 4月,木材及其製品類,94.88,10.25
63000,100年 4月,塑膠製品類,70.28,11.08
63000,100年 4月,油漆塗料類,90.7,9.23
63000,100年 4月,機電設備類,93.61,1.39
63000,100年 4月,瀝青及其製品類,105.25,0
63000,100年 4月,雜項材料類,86.09,1.22
63000,100年 4月,勞務類,85.41,1.64
63000,100年 4月,工資類,77.96,1.24
63000,100年 4月,機具設備租金類,94.38,2.03
63000,100年 5月,總指數,85.69,1.05
63000,100年 5月,材料類,86.02,0.8
63000,100年 5月,水泥及其製品類,74.94,-1.94
63000,100年 5月,砂石及級配類,96.41,0
63000,100年 5月,磚瓦瓷類,0,0
63000,100年 5月,金屬製品類,91.17,1.52
63000,100年 5月,木材及其製品類,94.88,7.81
63000,100年 5月,塑膠製品類,70.67,11.69
63000,100年 5月,油漆塗料類,90.94,8.24
63000,100年 5月,機電設備類,93.65,1.35
63000,100年 5月,瀝青及其製品類,106.82,1.49
63000,100年 5月,雜項材料類,86.05,1.17
63000,100年 5月,勞務類,85.34,1.56
63000,100年 5月,工資類,77.96,1.24
63000,100年 5月,機具設備租金類,94.22,1.86
63000,100年 6月,總指數,85.9,2.27
63000,100年 6月,材料類,86.35,2.69
63000,100年 6月,水泥及其製品類,74.94,-1.94
63000,100年 6月,砂石及級配類,96.41,0
63000,100年 6月,磚瓦瓷類,0,0
63000,100年 6月,金屬製品類,90.91,5.79
63000,100年 6月,木材及其製品類,94.91,7.21
63000,100年 6月,塑膠製品類,70.67,15.91
63000,100年 6月,油漆塗料類,91.44,8.2
63000,100年 6月,機電設備類,93.45,1.56
63000,100年 6月,瀝青及其製品類,108.67,3.25
63000,100年 6月,雜項材料類,86.14,1.31
63000,100年 6月,勞務類,85.29,1.46
63000,100年 6月,工資類,77.96,1.24
63000,100年 6月,機具設備租金類,94.12,1.7
63000,100年 7月,總指數,85.83,2.32
63000,100年 7月,材料類,86.23,2.78
63000,100年 7月,水泥及其製品類,74.94,-1.95
63000,100年 7月,砂石及級配類,95.87,-0.56
63000,100年 7月,磚瓦瓷類,0,0
63000,100年 7月,金屬製品類,90.64,6.16
63000,100年 7月,木材及其製品類,94.92,6.14
63000,100年 7月,塑膠製品類,69.12,17.85
63000,100年 7月,油漆塗料類,91.44,8.2
63000,100年 7月,機電設備類,93.48,1.57
63000,100年 7月,瀝青及其製品類,108.67,3.25
63000,100年 7月,雜項材料類,86.34,1.41
63000,100年 7月,勞務類,85.29,1.46
63000,100年 7月,工資類,77.96,1.24
63000,100年 7月,機具設備租金類,94.12,1.68
63000,100年 8月,總指數,85.96,2.41
63000,100年 8月,材料類,86.45,2.98
63000,100年 8月,水泥及其製品類,74.92,-1.28
63000,100年 8月,砂石及級配類,95.61,-0.83
63000,100年 8月,磚瓦瓷類,0,0
63000,100年 8月,金屬製品類,91.38,6.36
63000,100年 8月,木材及其製品類,93.43,3.51
63000,100年 8月,塑膠製品類,69.71,18.86
63000,100年 8月,油漆塗料類,91.44,8.2
63000,100年 8月,機電設備類,93.68,1.69
63000,100年 8月,瀝青及其製品類,108.67,3.25
63000,100年 8月,雜項材料類,86.62,1.65
63000,100年 8月,勞務類,85.29,1.34
63000,100年 8月,工資類,77.96,1.26
63000,100年 8月,機具設備租金類,94.12,1.44
63000,100年 9月,總指數,85.99,2.78
63000,100年 9月,材料類,86.6,3.74
63000,100年 9月,水泥及其製品類,74.91,1.17
63000,100年 9月,砂石及級配類,95.26,-1.2
63000,100年 9月,磚瓦瓷類,0,0
63000,100年 9月,金屬製品類,92.01,6.91
63000,100年 9月,木材及其製品類,91.34,1.21
63000,100年 9月,塑膠製品類,70.03,14.24
63000,100年 9月,油漆塗料類,91.44,8.2
63000,100年 9月,機電設備類,95.67,3.61
63000,100年 9月,瀝青及其製品類,108.67,3.25
63000,100年 9月,雜項材料類,86.62,1.65
63000,100年 9月,勞務類,85.06,1.01
63000,100年 9月,工資類,78.05,1.34
63000,100年 9月,機具設備租金類,93.53,0.7
63000,100年 10月,總指數,86.33,3.31
63000,100年 10月,材料類,86.42,4.11
63000,100年 10月,水泥及其製品類,75.27,1.67
63000,100年 10月,砂石及級配類,94.9,-1.56
63000,100年 10月,磚瓦瓷類,0,0
63000,100年 10月,金屬製品類,91.21,8.01
63000,100年 10月,木材及其製品類,91.34,0.3
63000,100年 10月,塑膠製品類,68.56,9.13
63000,100年 10月,油漆塗料類,91.44,8.2
63000,100年 10月,機電設備類,95.38,2.87
63000,100年 10月,瀝青及其製品類,108.67,3.25
63000,100年 10月,雜項材料類,86.62,1.65
63000,100年 10月,勞務類,86.39,1.85
63000,100年 10月,工資類,80.2,3.06
63000,100年 10月,機具設備租金類,93.89,0.68
63000,100年 11月,總指數,85.78,2.36
63000,100年 11月,材料類,85.58,2.76
63000,100年 11月,水泥及其製品類,75.37,1.79
63000,100年 11月,砂石及級配類,94.9,-2.39
63000,100年 11月,磚瓦瓷類,0,0
63000,100年 11月,金屬製品類,88.61,4.2
63000,100年 11月,木材及其製品類,91.34,0.3
63000,100年 11月,塑膠製品類,66.16,4.03
63000,100年 11月,油漆塗料類,91.44,4.6
63000,100年 11月,機電設備類,94.97,2.26
63000,100年 11月,瀝青及其製品類,108.67,3.25
63000,100年 11月,雜項材料類,86.62,0.72
63000,100年 11月,勞務類,86.39,1.64
63000,100年 11月,工資類,80.2,3.06
63000,100年 11月,機具設備租金類,93.89,0.28
63000,100年 12月,總指數,85.94,2.14
63000,100年 12月,材料類,85.67,2.31
63000,100年 12月,水泥及其製品類,75.37,1.79
63000,100年 12月,砂石及級配類,94.9,-2.39
63000,100年 12月,磚瓦瓷類,0,0
63000,100年 12月,金屬製品類,88.86,2.82
63000,100年 12月,木材及其製品類,91.34,0.3
63000,100年 12月,塑膠製品類,66.16,4.03
63000,100年 12月,油漆塗料類,91.44,4.01
63000,100年 12月,機電設備類,95.06,2.32
63000,100年 12月,瀝青及其製品類,108.67,3.25
63000,100年 12月,雜項材料類,86.62,0.72
63000,100年 12月,勞務類,86.7,1.82
63000,100年 12月,工資類,80.79,3.76
63000,100年 12月,機具設備租金類,93.89,-0.02
63000,101年 1月,總指數,86.14,1.37
63000,101年 1月,材料類,85.87,1.05
63000,101年 1月,水泥及其製品類,75.72,2.17
63000,101年 1月,砂石及級配類,94.9,-1.56
63000,101年 1月,磚瓦瓷類,0,0
63000,101年 1月,金屬製品類,89.15,-1.29
63000,101年 1月,木材及其製品類,91.34,0.3
63000,101年 1月,塑膠製品類,67.95,6.84
63000,101年 1月,油漆塗料類,91.44,2.27
63000,101年 1月,機電設備類,95.06,2.08
63000,101年 1月,瀝青及其製品類,108.67,3.25
63000,101年 1月,雜項材料類,86.28,0.33
63000,101年 1月,勞務類,86.87,1.96
63000,101年 1月,工資類,81.09,4.02
63000,101年 1月,機具設備租金類,93.89,-0.02
63000,101年 2月,總指數,86.21,0.99
63000,101年 2月,材料類,85.97,0.57
63000,101年 2月,水泥及其製品類,75.79,2.21
63000,101年 2月,砂石及級配類,94.9,-1.56
63000,101年 2月,磚瓦瓷類,0,0
63000,101年 2月,金屬製品類,89.3,-2.75
63000,101年 2月,木材及其製品類,91.38,-0.03
63000,101年 2月,塑膠製品類,69.12,7.45
