縣市別代碼,統計期,基本分類,原始值[統計數值],年增率[%]
63000,104年 1月,水泥及其製品類,83.32,5.59
63000,104年 1月,砂石及級配類,112.13,4.52
63000,104年 1月,磚瓦瓷類,115.97,0
63000,104年 1月,金屬製品類,75.32,-5.54
63000,104年 1月,木材及其製品類,91.54,2.21
63000,104年 1月,塑膠製品類,70.91,-4.39
63000,104年 1月,油漆塗料類,99.32,0
63000,104年 1月,機電設備類,92.79,-0.63
63000,104年 1月,瀝青及其製品類,109.35,-3.58
63000,104年 1月,雜項材料類,94.31,4.58
63000,104年 1月,勞務類,88.7,0.62
63000,104年 1月,工資類,82.15,0.63
63000,104年 1月,機具設備租金類,96.6,0.59
63000,104年 2月,總指數,86.38,-0.14
63000,104年 2月,材料類,85.23,-0.49
63000,104年 2月,水泥及其製品類,83.07,5.27
63000,104年 2月,砂石及級配類,112.13,3.15
63000,104年 2月,磚瓦瓷類,115.97,0
63000,104年 2月,金屬製品類,73.72,-6.56
63000,104年 2月,木材及其製品類,91.64,1.74
63000,104年 2月,塑膠製品類,70.23,-6.37
63000,104年 2月,油漆塗料類,99.32,0
63000,104年 2月,機電設備類,90.19,-3.8
63000,104年 2月,瀝青及其製品類,109.35,-3.58
63000,104年 2月,雜項材料類,94.31,4.58
63000,104年 2月,勞務類,88.7,0.4
63000,104年 2月,工資類,82.15,0.19
63000,104年 2月,機具設備租金類,96.6,0.58
63000,104年 3月,總指數,86.21,-0.58
63000,104年 3月,材料類,84.7,-1.5
63000,104年 3月,水泥及其製品類,82.84,3.9
63000,104年 3月,砂石及級配類,112.13,3.15
63000,104年 3月,磚瓦瓷類,115.97,0
63000,104年 3月,金屬製品類,72.03,-8.52
63000,104年 3月,木材及其製品類,91.69,1.14
63000,104年 3月,塑膠製品類,70.86,-6.55
63000,104年 3月,油漆塗料類,99.32,0
63000,104年 3月,機電設備類,89.92,-4.03
63000,104年 3月,瀝青及其製品類,108.93,-3.79
63000,104年 3月,雜項材料類,94.3,3.65
63000,104年 3月,勞務類,89.04,0.77
63000,104年 3月,工資類,83.06,1.31
63000,104年 3月,機具設備租金類,96.33,0.27
63000,104年 4月,總指數,85.9,-1.87
63000,104年 4月,材料類,84.2,-3.64
63000,104年 4月,水泥及其製品類,82.74,-1.27
63000,104年 4月,砂石及級配類,112.13,2.88
63000,104年 4月,磚瓦瓷類,115.97,0
63000,104年 4月,金屬製品類,71.41,-9.95
63000,104年 4月,木材及其製品類,91.69,0.45
63000,104年 4月,塑膠製品類,71.87,-3.44
63000,104年 4月,油漆塗料類,99.32,0
63000,104年 4月,機電設備類,91.05,-1.26
63000,104年 4月,瀝青及其製品類,103.07,-8.97
63000,104年 4月,雜項材料類,94.29,3.66
63000,104年 4月,勞務類,89.04,0.77
63000,104年 4月,工資類,83.06,1.33
63000,104年 4月,機具設備租金類,96.33,0.27
63000,104年 5月,總指數,85.51,-2.39
63000,104年 5月,材料類,83.56,-4.46
63000,104年 5月,水泥及其製品類,82.62,-1.87
63000,104年 5月,砂石及級配類,112.13,2.35
63000,104年 5月,磚瓦瓷類,115.97,0
63000,104年 5月,金屬製品類,69.63,-11.8
63000,104年 5月,木材及其製品類,91.43,0.15
63000,104年 5月,塑膠製品類,72.61,-2.44
63000,104年 5月,油漆塗料類,99.32,0
63000,104年 5月,機電設備類,91.09,-1.23
63000,104年 5月,瀝青及其製品類,100.71,-11.05
63000,104年 5月,雜項材料類,94.29,3.57
63000,104年 5月,勞務類,89.04,0.75
63000,104年 5月,工資類,83.06,1.34
63000,104年 5月,機具設備租金類,96.33,0.22
63000,104年 6月,總指數,85.54,-2.61
63000,104年 6月,材料類,83.61,-4.84
63000,104年 6月,水泥及其製品類,82.46,-2.06
63000,104年 6月,砂石及級配類,112.13,0.64
63000,104年 6月,磚瓦瓷類,115.97,0
63000,104年 6月,金屬製品類,69.25,-12.54
63000,104年 6月,木材及其製品類,91.33,0.04
63000,104年 6月,塑膠製品類,71.98,-4.12
63000,104年 6月,油漆塗料類,99.32,0
63000,104年 6月,機電設備類,91.28,-1.3
63000,104年 6月,瀝青及其製品類,100.71,-11.05
63000,104年 6月,雜項材料類,97.85,3.44
63000,104年 6月,勞務類,89.04,0.75
63000,104年 6月,工資類,83.06,1.34
63000,104年 6月,機具設備租金類,96.33,0.22
63000,104年 7月,總指數,85.07,-3.24
63000,104年 7月,材料類,82.82,-5.78
63000,104年 7月,水泥及其製品類,82.24,-2.28
63000,104年 7月,砂石及級配類,112.13,0
63000,104年 7月,磚瓦瓷類,115.97,0
63000,104年 7月,金屬製品類,67.11,-15.52
63000,104年 7月,木材及其製品類,90.21,-1.04
63000,104年 7月,塑膠製品類,71.98,-4.12
63000,104年 7月,油漆塗料類,99.32,0
63000,104年 7月,機電設備類,89.8,-2.63
63000,104年 7月,瀝青及其製品類,100.71,-11.05
63000,104年 7月,雜項材料類,98.25,3.85
63000,104年 7月,勞務類,89.04,0.61
63000,104年 7月,工資類,83.06,1.34
63000,104年 7月,機具設備租金類,96.32,-0.07
63000,104年 8月,總指數,84.62,-3.93
63000,104年 8月,材料類,82.09,-6.86
63000,104年 8月,水泥及其製品類,81.7,-2.92
63000,104年 8月,砂石及級配類,111.85,-0.25
63000,104年 8月,磚瓦瓷類,115.97,0
63000,104年 8月,金屬製品類,65.79,-17.48
63000,104年 8月,木材及其製品類,88.75,-2.64
63000,104年 8月,塑膠製品類,71.98,-4.12
63000,104年 8月,油漆塗料類,99.32,0
63000,104年 8月,機電設備類,88.42,-5.47
63000,104年 8月,瀝青及其製品類,100.71,-11.05
63000,104年 8月,雜項材料類,98.25,3.85
63000,104年 8月,勞務類,89.03,0.53
63000,104年 8月,工資類,83.06,1.34
63000,104年 8月,機具設備租金類,96.3,-0.23
63000,104年 9月,總指數,84.36,-4.27
63000,104年 9月,材料類,81.67,-7.32
63000,104年 9月,水泥及其製品類,80.91,-4.05
63000,104年 9月,砂石及級配類,111.71,-0.38
63000,104年 9月,磚瓦瓷類,115.97,0
63000,104年 9月,金屬製品類,65.93,-17.11
63000,104年 9月,木材及其製品類,87.85,-3.46
63000,104年 9月,塑膠製品類,71.98,-4.12
63000,104年 9月,油漆塗料類,99.32,0
63000,104年 9月,機電設備類,87.26,-6.53
63000,104年 9月,瀝青及其製品類,100.71,-11.05
63000,104年 9月,雜項材料類,98.25,3.85
63000,104年 9月,勞務類,89.03,0.37
63000,104年 9月,工資類,83.06,1.11
63000,104年 9月,機具設備租金類,96.3,-0.31
63000,104年 10月,總指數,83.71,-4.51
63000,104年 10月,材料類,80.56,-7.79
63000,104年 10月,水泥及其製品類,80.22,-4.87
63000,104年 10月,砂石及級配類,111.71,-0.38
63000,104年 10月,磚瓦瓷類,115.97,0
63000,104年 10月,金屬製品類,63.84,-17.81
63000,104年 10月,木材及其製品類,87.58,-3.57
63000,104年 10月,塑膠製品類,71.98,-3.3
63000,104年 10月,油漆塗料類,99.32,0
63000,104年 10月,機電設備類,87.58,-5.99
63000,104年 10月,瀝青及其製品類,98.81,-12.45
63000,104年 10月,雜項材料類,94.74,4.06
63000,104年 10月,勞務類,89.07,0.41
63000,104年 10月,工資類,83.12,1.18
63000,104年 10月,機具設備租金類,96.3,-0.31
63000,104年 11月,總指數,83.5,-4.3
63000,104年 11月,材料類,80.19,-7.49
63000,104年 11月,水泥及其製品類,79.53,-4.69
63000,104年 11月,砂石及級配類,109.47,-2.38
63000,104年 11月,磚瓦瓷類,115.97,0
63000,104年 11月,金屬製品類,63.78,-17.12
63000,104年 11月,木材及其製品類,86.52,-4.67
63000,104年 11月,塑膠製品類,71.98,-2.47
63000,104年 11月,油漆塗料類,99.32,0
63000,104年 11月,機電設備類,87.58,-5.82
63000,104年 11月,瀝青及其製品類,98.81,-11.3
63000,104年 11月,雜項材料類,94.76,4.08
63000,104年 11月,勞務類,89.08,0.43
63000,104年 11月,工資類,83.15,1.23
63000,104年 11月,機具設備租金類,96.3,-0.31
63000,104年 12月,總指數,83.16,-4.38
63000,104年 12月,材料類,79.64,-7.62
63000,104年 12月,水泥及其製品類,78.54,-5.87
63000,104年 12月,砂石及級配類,109.47,-2.38
63000,104年 12月,磚瓦瓷類,115.97,0
63000,104年 12月,金屬製品類,63.95,-15.83
63000,104年 12月,木材及其製品類,86.41,-4.78
63000,104年 12月,塑膠製品類,71.24,-1.99
63000,104年 12月,油漆塗料類,99.32,0
63000,104年 12月,機電設備類,86.11,-7.47
63000,104年 12月,瀝青及其製品類,98.81,-9.64
63000,104年 12月,雜項材料類,94.76,4.08
63000,104年 12月,勞務類,89.08,0.43
63000,104年 12月,工資類,83.15,1.23
63000,104年 12月,機具設備租金類,96.3,-0.31
63000,105年 1月,總指數,83.12,-4.33
63000,105年 1月,材料類,79.59,-7.53
63000,105年 1月,水泥及其製品類,78.46,-5.83
63000,105年 1月,砂石及級配類,109.47,-2.38
63000,105年 1月,磚瓦瓷類,115.97,0
63000,105年 1月,金屬製品類,64.2,-14.77
63000,105年 1月,木材及其製品類,86.37,-5.65
63000,105年 1月,塑膠製品類,70.54,-0.51
63000,105年 1月,油漆塗料類,99.32,0
63000,105年 1月,機電設備類,85.77,-7.57
63000,105年 1月,瀝青及其製品類,98.81,-9.64
63000,105年 1月,雜項材料類,94.76,0.48
63000,105年 1月,勞務類,89.04,0.38
63000,105年 1月,工資類,83.16,1.24
63000,105年 1月,機具設備租金類,96.21,-0.4
63000,105年 2月,總指數,83.03,-3.88
63000,105年 2月,材料類,79.43,-6.81
63000,105年 2月,水泥及其製品類,78.2,-5.85
63000,105年 2月,砂石及級配類,109.47,-2.38
63000,105年 2月,磚瓦瓷類,115.97,0
63000,105年 2月,金屬製品類,63.73,-13.56
63000,105年 2月,木材及其製品類,85.83,-6.34
63000,105年 2月,塑膠製品類,70.54,0.45
63000,105年 2月,油漆塗料類,99.32,0
63000,105年 2月,機電設備類,85.56,-5.13
63000,105年 2月,瀝青及其製品類,98.81,-9.64
63000,105年 2月,雜項材料類,96.33,2.14
63000,105年 2月,勞務類,89.04,0.38
63000,105年 2月,工資類,83.16,1.24
63000,105年 2月,機具設備租金類,96.21,-0.4
63000,105年 3月,總指數,83.02,-3.7
63000,105年 3月,材料類,79.5,-6.14
63000,105年 3月,水泥及其製品類,77.6,-6.33
63000,105年 3月,砂石及級配類,109.88,-2.01
63000,105年 3月,磚瓦瓷類,115.97,0
63000,105年 3月,金屬製品類,64.57,-10.34
63000,105年 3月,木材及其製品類,85.83,-6.39
63000,105年 3月,塑膠製品類,71.41,0.78
63000,105年 3月,油漆塗料類,99.32,0
63000,105年 3月,機電設備類,85.68,-4.72
63000,105年 3月,瀝青及其製品類,98.81,-9.3
63000,105年 3月,雜項材料類,96.38,2.22
63000,105年 3月,勞務類,88.91,-0.14
63000,105年 3月,工資類,83.15,0.11
63000,105年 3月,機具設備租金類,95.95,-0.39
63000,105年 4月,總指數,83.82,-2.43
63000,105年 4月,材料類,80.84,-3.99
63000,105年 4月,水泥及其製品類,77.49,-6.35
63000,105年 4月,砂石及級配類,109.88,-2.01
63000,105年 4月,磚瓦瓷類,114.13,-1.59
63000,105年 4月,金屬製品類,69.78,-2.29
63000,105年 4月,木材及其製品類,84.48,-7.86
63000,105年 4月,塑膠製品類,72.52,0.91
63000,105年 4月,油漆塗料類,99.32,0
63000,105年 4月,機電設備類,86.8,-4.66
63000,105年 4月,瀝青及其製品類,98.81,-4.13
63000,105年 4月,雜項材料類,95.22,1
63000,105年 4月,勞務類,88.9,-0.16
63000,105年 4月,工資類,83.15,0.11
63000,105年 4月,機具設備租金類,95.92,-0.42
63000,105年 5月,總指數,83.97,-1.8
63000,105年 5月,材料類,81.1,-2.94
63000,105年 5月,水泥及其製品類,77.25,-6.5
63000,105年 5月,砂石及級配類,109.88,-2.01
63000,105年 5月,磚瓦瓷類,110.46,-4.75
63000,105年 5月,金屬製品類,71.47,2.64
63000,105年 5月,木材及其製品類,82.89,-9.34
63000,105年 5月,塑膠製品類,73.16,0.76
63000,105年 5月,油漆塗料類,99.32,0
63000,105年 5月,機電設備類,86.43,-5.12
63000,105年 5月,瀝青及其製品類,98.67,-2.02
63000,105年 5月,雜項材料類,95.23,1.01
63000,105年 5月,勞務類,88.89,-0.17
63000,105年 5月,工資類,83.15,0.11
63000,105年 5月,機具設備租金類,95.91,-0.44
63000,105年 6月,總指數,83.61,-2.26
63000,105年 6月,材料類,80.48,-3.74
63000,105年 6月,水泥及其製品類,76.88,-6.76
63000,105年 6月,砂石及級配類,109.88,-2.01
63000,105年 6月,磚瓦瓷類,110.46,-4.75
63000,105年 6月,金屬製品類,68.86,-0.57
63000,105年 6月,木材及其製品類,82.89,-9.24
63000,105年 6月,塑膠製品類,72.85,1.21
63000,105年 6月,油漆塗料類,99.32,0
63000,105年 6月,機電設備類,86.17,-5.6
63000,105年 6月,瀝青及其製品類,98.67,-2.02
63000,105年 6月,雜項材料類,98.49,0.66
63000,105年 6月,勞務類,88.92,-0.13
63000,105年 6月,工資類,83.23,0.2
63000,105年 6月,機具設備租金類,95.9,-0.45
63000,105年 7月,總指數,83.36,-2.01
63000,105年 7月,材料類,80.09,-3.3
63000,105年 7月,水泥及其製品類,76.44,-7.06
63000,105年 7月,砂石及級配類,109.88,-2.01
63000,105年 7月,磚瓦瓷類,110.46,-4.75
63000,105年 7月,金屬製品類,68.13,1.51
63000,105年 7月,木材及其製品類,82.89,-8.12
63000,105年 7月,塑膠製品類,72.38,0.56
63000,105年 7月,油漆塗料類,99.32,0
63000,105年 7月,機電設備類,86,-4.24
63000,105年 7月,瀝青及其製品類,98.67,-2.02
63000,105年 7月,雜項材料類,98.49,0.25
63000,105年 7月,勞務類,88.9,-0.16
63000,105年 7月,工資類,83.17,0.13
63000,105年 7月,機具設備租金類,95.9,-0.44
63000,105年 8月,總指數,83.33,-1.53
63000,105年 8月,材料類,80.02,-2.51
63000,105年 8月,水泥及其製品類,76.06,-6.91
63000,105年 8月,砂石及級配類,109.88,-1.76
63000,105年 8月,磚瓦瓷類,110.46,-4.75
63000,105年 8月,金屬製品類,68.58,4.24
63000,105年 8月,木材及其製品類,81.4,-8.28
63000,105年 8月,塑膠製品類,73.02,1.45
63000,105年 8月,油漆塗料類,99.32,0
63000,105年 8月,機電設備類,85.63,-3.15
63000,105年 8月,瀝青及其製品類,98.67,-2.02
63000,105年 8月,雜項材料類,98.61,0.36
63000,105年 8月,勞務類,88.91,-0.14
63000,105年 8月,工資類,83.2,0.16
63000,105年 8月,機具設備租金類,95.9,-0.42
63000,105年 9月,總指數,83.04,-1.56
63000,105年 9月,材料類,79.54,-2.61
63000,105年 9月,水泥及其製品類,75.89,-6.21
63000,105年 9月,砂石及級配類,109.88,-1.63
63000,105年 9月,磚瓦瓷類,110.46,-4.75
63000,105年 9月,金屬製品類,68.09,3.28
63000,105年 9月,木材及其製品類,80.87,-7.94
63000,105年 9月,塑膠製品類,73.02,1.45
63000,105年 9月,油漆塗料類,99.32,0
63000,105年 9月,機電設備類,84.55,-3.11
63000,105年 9月,瀝青及其製品類,96.58,-4.09
63000,105年 9月,雜項材料類,99.23,0.99
63000,105年 9月,勞務類,88.91,-0.14
63000,105年 9月,工資類,83.2,0.16
63000,105年 9月,機具設備租金類,95.9,-0.42
63000,105年 10月,總指數,82.8,-1.09
63000,105年 10月,材料類,79.15,-1.75
63000,105年 10月,水泥及其製品類,75.89,-5.4
63000,105年 10月,砂石及級配類,109.88,-1.63
63000,105年 10月,磚瓦瓷類,110.46,-4.75
63000,105年 10月,金屬製品類,67.19,5.25
63000,105年 10月,木材及其製品類,80.87,-7.66
63000,105年 10月,塑膠製品類,73.97,2.77
63000,105年 10月,油漆塗料類,99.32,0
63000,105年 10月,機電設備類,84.47,-3.54
63000,105年 10月,瀝青及其製品類,96.21,-2.63
63000,105年 10月,雜項材料類,95.97,1.3
63000,105年 10月,勞務類,88.91,-0.18
63000,105年 10月,工資類,83.2,0.09
63000,105年 10月,機具設備租金類,95.9,-0.42
63000,105年 11月,總指數,83.09,-0.49
63000,105年 11月,材料類,79.63,-0.7
63000,105年 11月,水泥及其製品類,75.03,-5.66
63000,105年 11月,砂石及級配類,109.88,0.38
63000,105年 11月,磚瓦瓷類,110.46,-4.75
63000,105年 11月,金屬製品類,70.31,10.24
63000,105年 11月,木材及其製品類,80.87,-6.53
63000,105年 11月,塑膠製品類,74.61,3.65
63000,105年 11月,油漆塗料類,99.32,0
63000,105年 11月,機電設備類,84.51,-3.51
63000,105年 11月,瀝青及其製品類,96.21,-2.63
63000,105年 11月,雜項材料類,95.98,1.29
63000,105年 11月,勞務類,88.91,-0.2
63000,105年 11月,工資類,83.2,0.05
63000,105年 11月,機具設備租金類,95.9,-0.42
63000,105年 12月,總指數,83.74,0.69
63000,105年 12月,材料類,80.71,1.35
63000,105年 12月,水泥及其製品類,75.03,-4.47
63000,105年 12月,砂石及級配類,109.88,0.38
63000,105年 12月,磚瓦瓷類,110.46,-4.75
63000,105年 12月,金屬製品類,73.08,14.28
63000,105年 12月,木材及其製品類,81.17,-6.06
63000,105年 12月,塑膠製品類,75.41,5.85
63000,105年 12月,油漆塗料類,99.32,0
63000,105年 12月,機電設備類,87.32,1.4
63000,105年 12月,瀝青及其製品類,96.21,-2.63
63000,105年 12月,雜項材料類,95.98,1.29
63000,105年 12月,勞務類,88.89,-0.22
63000,105年 12月,工資類,83.2,0.05
63000,105年 12月,機具設備租金類,95.87,-0.45
63000,106年 1月,總指數,83.86,0.89
63000,106年 1月,材料類,80.9,1.65
63000,106年 1月,水泥及其製品類,75.03,-4.38
63000,106年 1月,砂石及級配類,109.88,0.38
63000,106年 1月,磚瓦瓷類,110.46,-4.75
63000,106年 1月,金屬製品類,74.09,15.41
63000,106年 1月,木材及其製品類,81.38,-5.78
63000,106年 1月,塑膠製品類,74.9,6.17
63000,106年 1月,油漆塗料類,99.32,0
63000,106年 1月,機電設備類,88.55,3.25
63000,106年 1月,瀝青及其製品類,96.21,-2.63
63000,106年 1月,雜項材料類,93.03,-1.83
63000,106年 1月,勞務類,88.89,-0.17
63000,106年 1月,工資類,83.2,0.04
63000,106年 1月,機具設備租金類,95.87,-0.36
63000,106年 2月,總指數,83.91,1.06
63000,106年 2月,材料類,80.96,1.92
63000,106年 2月,水泥及其製品類,74.86,-4.28
63000,106年 2月,砂石及級配類,109.88,0.38
63000,106年 2月,磚瓦瓷類,110.46,-4.75
63000,106年 2月,金屬製品類,74.34,16.65
63000,106年 2月,木材及其製品類,81.46,-5.09
63000,106年 2月,塑膠製品類,75.25,6.67
63000,106年 2月,油漆塗料類,99.32,0
63000,106年 2月,機電設備類,88.76,3.74
63000,106年 2月,瀝青及其製品類,96.21,-2.63
63000,106年 2月,雜項材料類,93.03,-3.42
63000,106年 2月,勞務類,88.94,-0.11
63000,106年 2月,工資類,83.3,0.17
63000,106年 2月,機具設備租金類,95.87,-0.36
63000,106年 3月,總指數,84.25,1.49
63000,106年 3月,材料類,81.52,2.54
63000,106年 3月,水泥及其製品類,74.71,-3.73
63000,106年 3月,砂石及級配類,109.88,0
63000,106年 3月,磚瓦瓷類,110.46,-4.75
63000,106年 3月,金屬製品類,76.23,18.05
63000,106年 3月,木材及其製品類,81.46,-5.09
63000,106年 3月,塑膠製品類,77.61,8.68
63000,106年 3月,油漆塗料類,99.32,0
63000,106年 3月,機電設備類,88.91,3.77
63000,106年 3月,瀝青及其製品類,96.21,-2.63
63000,106年 3月,雜項材料類,93.03,-3.48
63000,106年 3月,勞務類,88.97,0.06
63000,106年 3月,工資類,83.35,0.24
63000,106年 3月,機具設備租金類,95.86,-0.1
63000,106年 4月,總指數,84.07,0.3
63000,106年 4月,材料類,81.21,0.46
63000,106年 4月,水泥及其製品類,74.77,-3.51
63000,106年 4月,砂石及級配類,109.88,0
63000,106年 4月,磚瓦瓷類,110.46,-3.21
63000,106年 4月,金屬製品類,74.92,7.37
63000,106年 4月,木材及其製品類,81.46,-3.58
63000,106年 4月,塑膠製品類,78.11,7.71
63000,106年 4月,油漆塗料類,99.32,0
63000,106年 4月,機電設備類,88.6,2.06
63000,106年 4月,瀝青及其製品類,96.21,-2.63
63000,106年 4月,雜項材料類,93.03,-2.31
63000,106年 4月,勞務類,88.97,0.08
63000,106年 4月,工資類,83.35,0.24
63000,106年 4月,機具設備租金類,95.85,-0.08
63000,106年 5月,總指數,83.68,-0.35
63000,106年 5月,材料類,80.56,-0.67
63000,106年 5月,水泥及其製品類,74.9,-3.05
63000,106年 5月,砂石及級配類,109.88,0
63000,106年 5月,磚瓦瓷類,110.46,0
63000,106年 5月,金屬製品類,72.39,1.28
63000,106年 5月,木材及其製品類,81.31,-1.9
63000,106年 5月,塑膠製品類,77.43,5.83
63000,106年 5月,油漆塗料類,99.32,0
63000,106年 5月,機電設備類,88.28,2.14
63000,106年 5月,瀝青及其製品類,96.21,-2.49
63000,106年 5月,雜項材料類,93.03,-2.32
63000,106年 5月,勞務類,88.97,0.09
63000,106年 5月,工資類,83.35,0.24
63000,106年 5月,機具設備租金類,95.85,-0.06
63000,106年 6月,總指數,83.84,0.28
63000,106年 6月,材料類,80.84,0.45
63000,106年 6月,水泥及其製品類,74.95,-2.51
63000,106年 6月,砂石及級配類,109.88,0
63000,106年 6月,磚瓦瓷類,108.62,-1.66
63000,106年 6月,金屬製品類,73.07,6.12
63000,106年 6月,木材及其製品類,80.17,-3.29
63000,106年 6月,塑膠製品類,76.93,5.59
63000,106年 6月,油漆塗料類,99.32,0
63000,106年 6月,機電設備類,87.89,2
63000,106年 6月,瀝青及其製品類,96.21,-2.49
63000,106年 6月,雜項材料類,96.29,-2.24
63000,106年 6月,勞務類,88.97,0.05
63000,106年 6月,工資類,83.35,0.15
63000,106年 6月,機具設備租金類,95.85,-0.05
63000,106年 7月,總指數,84.01,0.78
63000,106年 7月,材料類,81.13,1.3
63000,106年 7月,水泥及其製品類,75.17,-1.66
63000,106年 7月,砂石及級配類,109.88,0
63000,106年 7月,磚瓦瓷類,107.69,-2.51
63000,106年 7月,金屬製品類,74.07,8.73
63000,106年 7月,木材及其製品類,80.16,-3.3
63000,106年 7月,塑膠製品類,75.92,4.9
63000,106年 7月,油漆塗料類,99.32,0
63000,106年 7月,機電設備類,88.12,2.47
63000,106年 7月,瀝青及其製品類,96.21,-2.49
63000,106年 7月,雜項材料類,96.29,-2.24
63000,106年 7月,勞務類,88.96,0.07
63000,106年 7月,工資類,83.34,0.21
63000,106年 7月,機具設備租金類,95.85,-0.05
63000,106年 8月,總指數,84.67,1.61
63000,106年 8月,材料類,82.21,2.73
63000,106年 8月,水泥及其製品類,75.44,-0.81
63000,106年 8月,砂石及級配類,109.88,0
63000,106年 8月,磚瓦瓷類,107.69,-2.51
63000,106年 8月,金屬製品類,77.33,12.76
63000,106年 8月,木材及其製品類,80.05,-1.66
63000,106年 8月,塑膠製品類,76.25,4.43
63000,106年 8月,油漆塗料類,99.32,0
63000,106年 8月,機電設備類,89.51,4.54
63000,106年 8月,瀝青及其製品類,96.21,-2.49
63000,106年 8月,雜項材料類,96.29,-2.35
63000,106年 8月,勞務類,88.95,0.05
63000,106年 8月,工資類,83.34,0.17
63000,106年 8月,機具設備租金類,95.85,-0.05
63000,106年 9月,總指數,85.14,2.52
63000,106年 9月,材料類,83,4.35
63000,106年 9月,水泥及其製品類,75.54,-0.45
63000,106年 9月,砂石及級配類,110.1,0.2
63000,106年 9月,磚瓦瓷類,107.69,-2.51
63000,106年 9月,金屬製品類,79.41,16.63
63000,106年 9月,木材及其製品類,81.11,0.29
63000,106年 9月,塑膠製品類,76.57,4.86
63000,106年 9月,油漆塗料類,99.32,0
63000,106年 9月,機電設備類,91.11,7.76
63000,106年 9月,瀝青及其製品類,96.21,-0.39
63000,106年 9月,雜項材料類,96.3,-2.95
63000,106年 9月,勞務類,88.95,0.05
63000,106年 9月,工資類,83.34,0.17
63000,106年 9月,機具設備租金類,95.85,-0.05
63000,106年 10月,總指數,85.02,2.68
63000,106年 10月,材料類,82.8,4.61
63000,106年 10月,水泥及其製品類,75.6,-0.38
63000,106年 10月,砂石及級配類,110.1,0.2
63000,106年 10月,磚瓦瓷類,107.69,-2.51
63000,106年 10月,金屬製品類,79.05,17.65
63000,106年 10月,木材及其製品類,81.37,0.62
63000,106年 10月,塑膠製品類,77.36,4.58
63000,106年 10月,油漆塗料類,99.32,0
63000,106年 10月,機電設備類,91.16,7.92
63000,106年 10月,瀝青及其製品類,96.21,0
63000,106年 10月,雜項材料類,93.05,-3.04
63000,106年 10月,勞務類,88.95,0.05
63000,106年 10月,工資類,83.34,0.17
63000,106年 10月,機具設備租金類,95.85,-0.05
63000,106年 11月,總指數,85.26,2.61
63000,106年 11月,材料類,83.19,4.47
63000,106年 11月,水泥及其製品類,75.6,0.76
63000,106年 11月,砂石及級配類,110.1,0.2
63000,106年 11月,磚瓦瓷類,107.69,-2.51
63000,106年 11月,金屬製品類,79.92,13.66
63000,106年 11月,木材及其製品類,82.77,2.35
63000,106年 11月,塑膠製品類,76.99,3.2
63000,106年 11月,油漆塗料類,99.32,0
63000,106年 11月,機電設備類,92.57,9.54
63000,106年 11月,瀝青及其製品類,96.21,0
63000,106年 11月,雜項材料類,93.1,-3
63000,106年 11月,勞務類,88.95,0.05
63000,106年 11月,工資類,83.34,0.17
63000,106年 11月,機具設備租金類,95.85,-0.05
63000,106年 12月,總指數,85.39,1.97
63000,106年 12月,材料類,83.41,3.34
63000,106年 12月,水泥及其製品類,75.66,0.84
63000,106年 12月,砂石及級配類,110.1,0.2
63000,106年 12月,磚瓦瓷類,107.69,-2.51
63000,106年 12月,金屬製品類,81.08,10.95
63000,106年 12月,木材及其製品類,82.77,1.97
63000,106年 12月,塑膠製品類,75.29,-0.15
63000,106年 12月,油漆塗料類,99.32,0
63000,106年 12月,機電設備類,92.62,6.07
63000,106年 12月,瀝青及其製品類,96.21,0
63000,106年 12月,雜項材料類,93.1,-3
63000,106年 12月,勞務類,88.95,0.07
63000,106年 12月,工資類,83.34,0.17
63000,106年 12月,機具設備租金類,95.85,-0.02
63000,107年 1月,總指數,85.72,2.22
63000,107年 1月,材料類,83.92,3.73
63000,107年 1月,水泥及其製品類,75.66,0.84
63000,107年 1月,砂石及級配類,110.1,0.2
63000,107年 1月,磚瓦瓷類,104.83,-5.1
63000,107年 1月,金屬製品類,82.61,11.5
63000,107年 1月,木材及其製品類,82.77,1.71
63000,107年 1月,塑膠製品類,75.09,0.26
63000,107年 1月,油漆塗料類,99.32,0
63000,107年 1月,機電設備類,92.69,4.67
63000,107年 1月,瀝青及其製品類,96.21,0
63000,107年 1月,雜項材料類,93.1,0.07
63000,107年 1月,勞務類,88.96,0.08
63000,107年 1月,工資類,83.34,0.17
63000,107年 1月,機具設備租金類,95.85,-0.02
63000,107年 2月,總指數,85.53,1.93
63000,107年 2月,材料類,83.73,3.42
63000,107年 2月,水泥及其製品類,75.69,1.11
63000,107年 2月,砂石及級配類,110.9,0.93
63000,107年 2月,磚瓦瓷類,104.83,-5.1
63000,107年 2月,金屬製品類,81.89,10.15
63000,107年 2月,木材及其製品類,82.77,1.61
63000,107年 2月,塑膠製品類,75.73,0.64
63000,107年 2月,油漆塗料類,99.32,0
63000,107年 2月,機電設備類,92.69,4.42
63000,107年 2月,瀝青及其製品類,96.21,0
63000,107年 2月,雜項材料類,93.1,0.07
63000,107年 2月,勞務類,88.77,-0.19
63000,107年 2月,工資類,83.34,0.04
63000,107年 2月,機具設備租金類,95.44,-0.45
63000,107年 3月,總指數,86.04,2.12
63000,107年 3月,材料類,84.48,3.63
63000,107年 3月,水泥及其製品類,75.84,1.52
63000,107年 3月,砂石及級配類,110.9,0.93
63000,107年 3月,磚瓦瓷類,104.83,-5.1
63000,107年 3月,金屬製品類,83.53,9.57
