工程編號,工程名稱,公告徵收文號（序號）,行政區,段小段,地號,縣市,縣市代碼
931033,北投線空中纜車新建工程,9426868700,北投,新民段一小段,0161-0000,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段一小段,0162-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段一小段,0387-0003,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段一小段,0387-0004,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段一小段,0388-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0524-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0525-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0526-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0531-0007,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0531-0009,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0531-0011,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0531-0013,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0000,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0008,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0010,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0012,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0015,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0017,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0019,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0534-0021,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0535-0002,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0535-0003,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0536-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0537-0005,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段二小段,0538-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0310-0000,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0320-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0321-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0323-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0325-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0327-0000,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0330-0002,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0331-0002,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0334-0004,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0334-0006,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0335-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0336-0000,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0336-0003,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0336-0005,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0337-0000,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0337-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0351-0003,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0351-0004,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0361-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0369-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0370-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0371-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0373-0000,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0373-0002,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0374-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0375-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0375-0002,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0384-0001,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,新民段四小段,0392-0003,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,溫泉段一小段,0029-0009,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,溫泉段一小段,0135-0004,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,溫泉段一小段,0135-0005,臺北市,63000
931033,北投線空中纜車新建工程,9426868700,北投,溫泉段一小段,0137-0001,臺北市,63000
931034,國立陽明大學為求校地完整、擴校發展及水土保持需要工程,9314198000,北投,崇仰段三小段,0229-0000,臺北市,63000
931035,臺北都會區大眾捷運系統南港線忠孝新生站工程,9309262600,大安,懷生段三小段,0434-0004,臺北市,63000
931035,臺北都會區大眾捷運系統南港線忠孝新生站工程,9309262600,大安,懷生段三小段,0434-0005,臺北市,63000
931035,臺北都會區大眾捷運系統南港線忠孝新生站工程,9309262600,大安,懷生段三小段,0434-0006,臺北市,63000
931035,臺北都會區大眾捷運系統南港線忠孝新生站工程,9309262600,大安,懷生段三小段,0434-0007,臺北市,63000
931035,臺北都會區大眾捷運系統南港線忠孝新生站工程,9309262600,大安,懷生段三小段,0434-0008,臺北市,63000
931035,臺北都會區大眾捷運系統南港線忠孝新生站工程,9309262600,大安,懷生段三小段,0434-0011,臺北市,63000
931035,臺北都會區大眾捷運系統南港線忠孝新生站工程,9309262600,大安,懷生段三小段,0434-0012,臺北市,63000
931036,台北松山機場(北邊用地)地籍管理及維持機場場內飛安管理需要工程,9314197800,松山,濱江段四小段,0398-0000,臺北市,63000
931036,台北松山機場(北邊用地)地籍管理及維持機場場內飛安管理需要工程,9314197800,松山,濱江段四小段,0398-0001,臺北市,63000
931036,台北松山機場(北邊用地)地籍管理及維持機場場內飛安管理需要工程,9314197800,松山,濱江段四小段,0401-0000,臺北市,63000
931036,台北松山機場(北邊用地)地籍管理及維持機場場內飛安管理需要工程,9314197800,松山,濱江段四小段,0401-0001,臺北市,63000
931037,北投復興高中東側道路新築工程,9314291700,北投,開明段一小段,0536-0001,臺北市,63000
931038,中山區三十二號(中安)公園工程,9314507000,中山,中山段三小段,0399-0000,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,文德段一小段,0051-0001,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,文德段一小段,0051-0005,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,文德段一小段,0135-0003,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,文德段一小段,0135-0006,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段三小段,0645-0000,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段三小段,0665-0000,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段三小段,0665-0015,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0000,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0039,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0041,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0043,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0045,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0047,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0049,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0051,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0053,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0063,臺北市,63000
931039,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路)(地上權),9318473200,內湖,碧湖段四小段,0690-0064,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0051-0002,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0051-0003,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0051-0004,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0051-0006,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0135-0004,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0135-0005,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0135-0007,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0135-0008,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0135-0009,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,文德段一小段,0135-0010,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0003,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0004,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0005,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0006,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0007,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0008,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0009,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0010,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0011,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0012,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0013,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段三小段,0665-0014,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0037,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0038,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0040,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0042,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0044,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0046,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0048,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0050,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0054,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0055,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0056,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0058,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0059,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0060,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0061,臺北市,63000
931040,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖路一段及文德路),9318078200,內湖,碧湖段四小段,0690-0062,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段七小段,0636-0003,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0112-0002,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0115-0002,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0327-0002,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0327-0004,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0330-0001,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0332-0001,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0382-0001,臺北市,63000
931041,臺北都會區大眾捷運系統內湖線高架段工程穿越(內湖站至南湖大橋間),9318431300,內湖,東湖段六小段,0383-0001,臺北市,63000
931043,光育營區,9318104700,信義,祥和段四小段,0203-0001,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段一小段,0058-0005,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段一小段,0058-0009,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段一小段,0058-0010,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段一小段,0058-0011,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段一小段,0058-0012,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段一小段,0058-0015,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段一小段,0058-0016,臺北市,63000
931044,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路),9318416300,中山,北安段三小段,0881-0003,臺北市,63000
931046,台北市區鐵路地下化東延南港工程(簡稱南港專案)南港車站地下化工程(徵收地上權),9319147700,南港,南港段四小段,0501-0002,臺北市,63000
931049,臺北都會區大眾捷運系統信義線工程,9321813200,大安,復興段三小段,0690-0001,臺北市,63000
931049,臺北都會區大眾捷運系統信義線工程,9321813200,大安,復興段三小段,0692-0000,臺北市,63000
931049,臺北都會區大眾捷運系統信義線工程,9321813200,大安,復興段三小段,0695-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0325-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0326-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0328-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0329-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0331-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0281-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0282-0002,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0320-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段二小段,0449-0002,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0178-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0179-0001,臺北市,63000
931050,人文社會科學館院內進出道路及溫室相關設施工程,9319166500,南港,中南段三小段,0184-0001,臺北市,63000
931051,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路)(地上權),9318524200,中山,北安段一小段,0058-0000,臺北市,63000
931051,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路)(地上權),9318524200,中山,北安段一小段,0058-0006,臺北市,63000
931051,臺北都會區大眾捷運系統內湖線高架段工程穿越(北安路)(地上權),9318524200,中山,北安段一小段,0881-0004,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0429-0002,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0100-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0101-0000,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0102-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0103-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0107-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0111-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0112-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0113-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0114-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0115-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0117-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0130-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0131-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段四小段,0132-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0089-0003,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0090-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0090-0002,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0091-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0095-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0097-0002,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0128-0002,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0370-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0394-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0394-0002,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0395-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0398-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0401-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0402-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0410-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0412-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,東湖段五小段,0426-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0094-0002,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0120-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0121-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0122-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0123-0000,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0126-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0132-0001,臺北市,63000
931052,東湖地區聯外山區線道路新築工程,9322471200,內湖,大湖段一小段,0133-0001,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0018-0000,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0020-0000,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0022-0000,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0022-0001,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0024-0000,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0025-0000,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0486-0000,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0488-0000,臺北市,63000
931053,國際關係研究中心研究大樓工程,9321772900,文山,政大段三小段,0492-0000,臺北市,63000
931054,臺北都會區大眾捷運系統信義線安和路站(出入口)工程,9321801100,大安,仁愛段三小段,0686-0002,臺北市,63000
931054,臺北都會區大眾捷運系統信義線安和路站(出入口)工程,9321801100,大安,仁愛段三小段,0686-0003,臺北市,63000
931055,士林延平北路五段八三巷二八弄道路第一期拓寬工程(一併),9321801000,士林,海光段三小段,0480-0000,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段一小段,0094-0003,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0075-0002,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0100-0002,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0132-0003,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0133-0002,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0134-0002,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0135-0002,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0139-0004,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0139-0005,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0143-0002,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,大湖段四小段,0145-0004,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,東湖段五小段,0089-0002,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,東湖段五小段,0128-0001,臺北市,63000
931056,東湖地區聯外山區線道路新築工程(穿越保護區)徵收地上權,9322434700,內湖,東湖段五小段,0010-0004,臺北市,63000
931057,北二高台北聯絡線信義支線穿越（保護區）用地徵收地上權,9323029900,南港,麗山段四小段,0323-0001,臺北市,63000
931057,北二高台北聯絡線信義支線穿越（保護區）用地徵收地上權,9323029900,南港,麗山段四小段,0325-0001,臺北市,63000
931057,北二高台北聯絡線信義支線穿越（保護區）用地徵收地上權,9323029900,南港,麗山段四小段,0328-0001,臺北市,63000
931057,北二高台北聯絡線信義支線穿越（保護區）用地徵收地上權,9323029900,南港,麗山段四小段,0329-0001,臺北市,63000
931057,北二高台北聯絡線信義支線穿越（保護區）用地徵收地上權,9323029900,南港,麗山段四小段,0332-0001,臺北市,63000
931057,北二高台北聯絡線信義支線穿越（保護區）用地徵收地上權,9323029900,南港,麗山段四小段,0326-0001,臺北市,63000
