工程編號,工程名稱,公告徵收文號（序號）,行政區,段小段,地號,縣市,縣市代碼
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0072-0007,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0072-0008,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0001,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0008,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0020,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0021,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0022,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0023,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0024,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0026,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0027,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0075-0028,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0080-0004,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0080-0006,臺北市,63000
911001,內湖區內溝溪下游整治工程,9117414800,內湖,社后段社后下小段,0407-0004,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0256-0003,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0256-0004,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0259-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0283-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0303-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0305-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0341-0002,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0346-0002,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0347-0002,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0350-0004,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,八仙段二小段,0352-0005,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0154-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0158-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0161-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0167-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0171-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0177-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0189-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0191-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0193-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0194-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0433-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,北投,洲美段二小段,0463-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0101-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0102-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0104-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0105-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0106-0000,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0114-0003,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0115-0001,臺北市,63000
911002,北投區洲美堤防新建工程(共構段),9114391400,士林,溪洲段一小段,0117-0001,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段三小段,0431-0000,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段四小段,0038-0000,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段四小段,0039-0002,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段四小段,0083-0002,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段四小段,0092-0002,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段四小段,0161-0004,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段四小段,0597-0000,臺北市,63000
911003,文山區景美溪(新店溪匯流口至寶橋上游省市界線)河道整治及堤防加高工程,9114323800,文山,華興段四小段,0598-0000,臺北市,63000
911004,萬華和平陸橋拆除暨道路改善工程,9121552500,中正,永昌段六小段,0001-0001,臺北市,63000
911004,萬華和平陸橋拆除暨道路改善工程,9121552500,中正,永昌段六小段,0311-0000,臺北市,63000
911004,萬華和平陸橋拆除暨道路改善工程,9121552500,中正,南海段五小段,0739-0001,臺北市,63000
911004,萬華和平陸橋拆除暨道路改善工程,9121552500,萬華,莒光段二小段,0001-0000,臺北市,63000
911004,萬華和平陸橋拆除暨道路改善工程,9121552500,萬華,莒光段二小段,0850-0000,臺北市,63000
911005,大同區哈密街59巷53弄道路拓寬工程,9114122800,大同,大龍段二小段,0089-0002,臺北市,63000
911005,大同區哈密街59巷53弄道路拓寬工程,9114122800,大同,大龍段二小段,0089-0003,臺北市,63000
911005,大同區哈密街59巷53弄道路拓寬工程,9114122800,大同,大龍段二小段,0089-0004,臺北市,63000
911005,大同區哈密街59巷53弄道路拓寬工程,9114122800,大同,大龍段二小段,0091-0002,臺北市,63000
911005,大同區哈密街59巷53弄道路拓寬工程,9114122800,大同,大龍段二小段,0091-0003,臺北市,63000
911005,大同區哈密街59巷53弄道路拓寬工程,9114122800,大同,大龍段二小段,0092-0001,臺北市,63000
911005,大同區哈密街59巷53弄道路拓寬工程,9114122800,大同,大龍段二小段,0127-0002,臺北市,63000
911006,大同區民權西路160巷26弄第二期道路拓寬工程,9114122300,大同,雙連段二小段,0248-0002,臺北市,63000
911006,大同區民權西路160巷26弄第二期道路拓寬工程,9114122300,大同,雙連段二小段,0282-0003,臺北市,63000
911006,大同區民權西路160巷26弄第二期道路拓寬工程,9114122300,大同,雙連段二小段,0282-0006,臺北市,63000
911006,大同區民權西路160巷26弄第二期道路拓寬工程,9114122300,大同,雙連段二小段,0283-0005,臺北市,63000
911006,大同區民權西路160巷26弄第二期道路拓寬工程,9114122300,大同,雙連段二小段,0516-0003,臺北市,63000
911006,大同區民權西路160巷26弄第二期道路拓寬工程,9114122300,大同,雙連段二小段,0516-0005,臺北市,63000
911006,大同區民權西路160巷26弄第二期道路拓寬工程,9114122300,大同,雙連段二小段,0518-0062,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0728-0002,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0729-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0730-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0731-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0735-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0736-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0738-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0741-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0742-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0745-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0746-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0747-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0748-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0750-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0752-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0753-0002,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0754-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0755-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0756-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0757-0002,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0775-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0881-0001,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0882-0002,臺北市,63000
911007,大同延平北路3段18巷道路第二期新築工程,9114109000,大同,橋北段三小段,0883-0001,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,泉源段四小段,0701-0002,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,新民段一小段,0267-0001,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,新民段一小段,0271-0000,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,新民段一小段,0272-0000,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,新民段一小段,0276-0000,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,新民段二小段,0002-0000,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,新民段二小段,0049-0000,臺北市,63000
911009,北投義方國小東側道路新築工程,9112274200,北投,新民段二小段,0060-0000,臺北市,63000
911010,松山區饒河街221巷道路拓寬工程,9114122500,松山,寶清段七小段,0087-0000,臺北市,63000
911010,松山區饒河街221巷道路拓寬工程,9114122500,松山,寶清段七小段,0089-0000,臺北市,63000
911010,松山區饒河街221巷道路拓寬工程,9114122500,松山,寶清段七小段,0090-0000,臺北市,63000
911010,松山區饒河街221巷道路拓寬工程,9114122500,松山,寶清段七小段,0091-0000,臺北市,63000
911010,松山區饒河街221巷道路拓寬工程,9114122500,松山,寶清段七小段,0094-0000,臺北市,63000
911010,松山區饒河街221巷道路拓寬工程,9114122500,松山,寶清段七小段,0101-0000,臺北市,63000
911010,松山區饒河街221巷道路拓寬工程,9114122500,松山,寶清段七小段,0103-0000,臺北市,63000
911012,信義莊敬路197巷道路拓寬工程,9114228500,信義,祥和段二小段,0007-0004,臺北市,63000
911012,信義莊敬路197巷道路拓寬工程,9114228500,信義,祥和段二小段,0008-0001,臺北市,63000
911012,信義莊敬路197巷道路拓寬工程,9114228500,信義,祥和段二小段,0012-0002,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0031-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0032-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0036-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0037-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0038-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0041-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0048-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0049-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0050-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0051-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0052-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0081-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0082-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0083-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0084-0000,臺北市,63000
911013,內湖124號公園新建工程,9125508500,內湖,東湖段七小段,0102-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0038-0004,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0041-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0042-0001,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0044-0002,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0045-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0047-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0048-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0050-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0051-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0052-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0053-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0058-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0058-0002,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0059-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0059-0001,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0059-0002,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0061-0000,臺北市,63000
911014,內湖125號公園新建工程,9125508600,內湖,潭美段一小段,0061-0001,臺北市,63000
911018,警察局萬華分局武昌街派出所新建工程,9114109200,萬華,福星段四小段,0176-0000,臺北市,63000
911018,警察局萬華分局武昌街派出所新建工程,9114109200,萬華,福星段四小段,0177-0000,臺北市,63000
911019,文山區文山木新抽水站引水渠道工程,9114441200,文山,木柵段四小段,0735-0000,臺北市,63000
911019,文山區文山木新抽水站引水渠道工程,9114441200,文山,木柵段四小段,0735-0001,臺北市,63000
911019,文山區文山木新抽水站引水渠道工程,9114441200,文山,木柵段四小段,0735-0002,臺北市,63000
911019,文山區文山木新抽水站引水渠道工程,9114441200,文山,木柵段四小段,0738-0001,臺北市,63000
911019,文山區文山木新抽水站引水渠道工程,9114441200,文山,木柵段四小段,0739-0000,臺北市,63000
911019,文山區文山木新抽水站引水渠道工程,9114441200,文山,木柵段四小段,0739-0001,臺北市,63000
911021,南港中央研究院研究所溫室、人文社會科學館院內進出道路及相關設施工程,9112202700,南港,中南段二小段,0428-0003,臺北市,63000
911021,南港中央研究院研究所溫室、人文社會科學館院內進出道路及相關設施工程,9112202700,南港,中南段二小段,0449-0003,臺北市,63000
911021,南港中央研究院研究所溫室、人文社會科學館院內進出道路及相關設施工程,9112202700,南港,中南段三小段,0279-0004,臺北市,63000
911021,南港中央研究院研究所溫室、人文社會科學館院內進出道路及相關設施工程,9112202700,南港,中南段三小段,0280-0001,臺北市,63000
911027,博愛案營區工程,9104689700,中山,北安段二小段,0795-0000,臺北市,63000
911027,博愛案營區工程,9104689700,中山,北安段二小段,0800-0000,臺北市,63000
911028,信義四一一號公園(四四南村「眷村文化及社區公園」)新建工程,9114391200,松山,信義段五小段,0047-0051,臺北市,63000
911028,信義四一一號公園(四四南村「眷村文化及社區公園」)新建工程,9114391200,信義,祥和段二小段,0007-0000,臺北市,63000
911029,士林二十五號公園新建工程,9109983300,士林,陽明段四小段,0343-0003,臺北市,63000
911029,士林二十五號公園新建工程,9109983300,士林,陽明段四小段,0364-0003,臺北市,63000
911031,士林天母游泳池東側前段道路拓寬工程(一併),9114391900,士林,蘭雅段一小段,0147-0000,臺北市,63000
911031,士林天母游泳池東側前段道路拓寬工程(一併),9114391900,士林,蘭雅段一小段,0148-0001,臺北市,63000
911032,北投一六二號綠地新建工程,9114213800,北投,豐年段二小段,0470-0000,臺北市,63000
911033,中正羅斯福路一段九十五巷道路新築工程(一併徵收),9114275500,中正,南海段一小段,0377-0000,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0271-0006,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0279-0003,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0299-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0310-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0346-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0347-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0348-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0349-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0350-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0351-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0352-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0381-0004,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0390-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0393-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0394-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0395-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0396-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0397-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0500-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0501-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0502-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0503-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0504-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0533-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0585-0004,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0585-0005,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0649-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0650-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0651-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0652-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0653-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0654-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0655-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0656-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0657-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0699-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,玉成段二小段,0700-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,信義,虎林段三小段,0161-0000,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,信義,虎林段三小段,0161-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,南港段二小段,0557-0003,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,南港段二小段,0810-0006,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,南港段二小段,0818-0001,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,南港段四小段,0453-0003,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,南港,南港段四小段,0483-0003,臺北市,63000
911034,台北市區鐵路地下化東延南港工程(南港專案)台北市段工程,9114441000,信義,雅祥段一小段,0006-0001,臺北市,63000
911035,國立政治大學興建國際關係研究中心研究大樓工程,9114391800,文山,政大段三小段,0489-0000,臺北市,63000
911035,國立政治大學興建國際關係研究中心研究大樓工程,9114391800,文山,政大段三小段,0491-0000,臺北市,63000
911036,臺北都會區大眾捷運系統新莊線(民權西路站)工程,9114402200,大同,大同段二小段,0092-0001,臺北市,63000
911036,臺北都會區大眾捷運系統新莊線(民權西路站)工程,9114402200,大同,大同段二小段,0093-0000,臺北市,63000
911037,臺北都會區大眾捷運系統新莊線(忠孝新生站)工程,9114229100,中正,臨沂段一小段,0210-0000,臺北市,63000
911037,臺北都會區大眾捷運系統新莊線(忠孝新生站)工程,9114229100,中正,臨沂段一小段,0211-0000,臺北市,63000
911037,臺北都會區大眾捷運系統新莊線(忠孝新生站)工程,9114229100,中正,臨沂段一小段,0212-0000,臺北市,63000
911038,台灣警察專科學校為校區完整需要工程,9114229100,文山,公訓段二小段,0537-0000,臺北市,63000
911038,台灣警察專科學校為校區完整需要工程,9114229100,文山,公訓段二小段,0540-0000,臺北市,63000
911038,台灣警察專科學校為校區完整需要工程,9114229100,文山,公訓段二小段,0541-0000,臺北市,63000
911039,臺北都會區大眾捷運系統木柵延伸線(內湖)線工程,9121566600,中山,大直段,0024-0011,臺北市,63000
911039,臺北都會區大眾捷運系統木柵延伸線(內湖)線工程,9121566600,中山,大直段,0024-0012,臺北市,63000
911039,臺北都會區大眾捷運系統木柵延伸線(內湖)線工程,9121566600,中山,大直段,0024-0013,臺北市,63000
911039,臺北都會區大眾捷運系統木柵延伸線(內湖)線工程,9121566600,中山,大直段,0025-0011,臺北市,63000
911040,臺北都會區大眾捷運系統新莊線(民權西路站出入口、松江南京站出入口)工程,9120819900,中山,中山段二小段,0138-0001,臺北市,63000
911040,臺北都會區大眾捷運系統新莊線(民權西路站出入口、松江南京站出入口)工程,9120819900,中山,中山段二小段,0138-0002,臺北市,63000
911040,臺北都會區大眾捷運系統新莊線(民權西路站出入口、松江南京站出入口)工程,9120819900,中山,長安段三小段,0395-0001,臺北市,63000
911041,國防部空軍總司令部為松山機場需要工程,9119245700,松山,濱江段四小段,0291-0003,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0461-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0462-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0463-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0464-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0465-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0466-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0467-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0468-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0470-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0471-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0474-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0476-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0477-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0480-0000,臺北市,63000
911042,臺北都會區大眾捷運系統新莊線(行天宮站捷五)工程,9123154200,中山,吉林段一小段,0482-0000,臺北市,63000
911043,台北都會區大眾捷運系統南港線東延段工程,9120680500,南港,中南段一小段,0535-0001,臺北市,63000
911043,台北都會區大眾捷運系統南港線東延段工程,9120680500,南港,中南段一小段,0536-0001,臺北市,63000
