行政區,段小段,地號,標示部面積,所有權登記次序,所有權持分類別,所有權持分分母,所有權持分分子,公告地價（新臺幣元每平方公尺）,申報地價（新臺幣元每平方公尺）,核定申報地價情形
松山區,民生段,00180002,160.0,0001,A,1,1,63100,63100,按公告地價100%申報者
松山區,寶清段一小段,02950000,59.0,0018,,16,1,76000,91200,按公告地價120%申報者
松山區,寶清段二小段,02060001,42.0,0156,,58320,5205,123619,148342,按公告地價120%申報者
松山區,寶清段二小段,02070001,146.0,0150,,58320,18165,95700,114840,按公告地價120%申報者
松山區,寶清段四小段,05500000,22.0,0005,,3,1,87800,105360,按公告地價120%申報者
松山區,寶清段五小段,00550001,156.0,0084,,640000,38,99210,119052,按公告地價120%申報者
松山區,延吉段一小段,02380000,34.0,0016,,5,1,95200,114240,按公告地價120%申報者
松山區,延吉段三小段,02510007,15.0,0171,,216,2,98100,117720,按公告地價120%申報者
松山區,延吉段三小段,04110001,302.0,0130,,105,5,98100,117720,按公告地價120%申報者
松山區,延吉段三小段,07710000,156.0,0059,,16000,199,98100,117720,按公告地價120%申報者
松山區,敦化段四小段,00290000,5.0,0005,,2,1,71200,85440,按公告地價120%申報者
松山區,民生段,00460048,35.0,0010,,12,3,71200,85440,按公告地價120%申報者
松山區,敦化段二小段,00380000,56.0,0015,,32,5,325500,390600,按公告地價120%申報者
松山區,敦化段一小段,07500000,50.0,0030,,144,1,138880,166656,按公告地價120%申報者
松山區,延吉段三小段,04440000,559.0,0130,,105,2,98100,117720,按公告地價120%申報者
松山區,延吉段三小段,02530004,231.0,0054,,24000,1999,98100,117720,按公告地價120%申報者
松山區,延吉段三小段,02510005,316.0,0177,,216000,1994,98100,117720,按公告地價120%申報者
松山區,寶清段五小段,02270000,13.0,0006,,2,1,95700,114840,按公告地價120%申報者
松山區,寶清段四小段,05660000,22.0,0007,,35,30,98900,118680,按公告地價120%申報者
松山區,寶清段三小段,00290000,10.0,0006,A,1,1,93600,112320,按公告地價120%申報者
松山區,民生段,00600005,1827.0,0305,,10000,108,162000,178200,申報地價超過公告地價100%未滿120%者
南港區,中南段二小段,02890000,3.0,0005,A,1,1,29155,34986,按公告地價120%申報者
南港區,中南段二小段,04600001,660.0,0053,,28800,1,50700,60840,按公告地價120%申報者
南港區,中南段二小段,04600002,161.0,0052,,28800,4,50700,60840,按公告地價120%申報者
南港區,中南段四小段,04060002,1.0,0003,A,1,1,27469,32962,按公告地價120%申報者
南港區,中南段四小段,04070001,12.0,0003,A,1,1,27469,32962,按公告地價120%申報者
南港區,玉成段四小段,06720001,104.0,0039,,120,1,63400,76080,按公告地價120%申報者
南港區,玉成段四小段,07160000,47.0,0040,,120,1,63400,76080,按公告地價120%申報者
南港區,玉成段四小段,07360000,253.0,0042,,120,1,63400,76080,按公告地價120%申報者
南港區,玉成段四小段,07380000,614.94,0042,,120,1,66630,79956,按公告地價120%申報者
南港區,南港段二小段,01810000,325.0,0021,,20000,1337,61500,73800,按公告地價120%申報者
南港區,新光段二小段,01500002,4.0,0122,,725,2,13114,15736,按公告地價120%申報者
南港區,新光段二小段,01720000,140.0,0044,,80000,527,43400,52080,按公告地價120%申報者
南港區,新光段二小段,01940005,138.0,0123,,4320,45,57290,68748,按公告地價120%申報者
南港區,新光段二小段,01940007,34.0,0112,,252,1,53636,64363,按公告地價120%申報者
南港區,新光段二小段,01940008,55.0,0112,,252,1,25668,30801,按公告地價120%申報者
南港區,新光段二小段,01980003,23.37,0173,,756,1,25668,30801,按公告地價120%申報者
南港區,新光段二小段,02510001,2.0,0130,,252,1,103000,123600,按公告地價120%申報者
南港區,新光段二小段,02830000,2.0,0065,,1740,7,50740,60888,按公告地價120%申報者
南港區,新光段二小段,03540002,9.0,0059,,1740,7,58100,69720,按公告地價120%申報者
南港區,新光段二小段,03560003,1.0,0056,,1740,7,58100,69720,按公告地價120%申報者
南港區,新光段二小段,03570001,124.0,0070,,2160,7,25668,30801,按公告地價120%申報者
南港區,新光段二小段,03570002,78.0,0069,,2160,7,25668,30801,按公告地價120%申報者
南港區,新光段二小段,03570003,100.0,0077,,2160,7,25668,30801,按公告地價120%申報者
南港區,新光段二小段,03580002,94.0,0063,,1740,7,25668,30801,按公告地價120%申報者
南港區,新光段二小段,03590001,73.0,0066,,2160,7,36331,43597,按公告地價120%申報者
南港區,新光段三小段,01170000,57.0,0017,,12000,2,71000,85200,按公告地價120%申報者
南港區,新光段三小段,01430001,65.0,0016,,12000,2,71000,85200,按公告地價120%申報者
南港區,新光段三小段,02510000,69.0,0025,,12,1,64700,77640,按公告地價120%申報者
南港區,新光段三小段,04470001,4.0,0096,,72,3,64700,77640,按公告地價120%申報者
南港區,新光段三小段,04980001,101.0,0084,,24,1,64700,77640,按公告地價120%申報者
南港區,新光段三小段,05310000,32.0,0042,,3,1,64700,77640,按公告地價120%申報者
信義區,�祟M段一小段,01860005,1216.0,0001,A,1,1,7400,8880,按公告地價120%申報者
信義區,逸仙段三小段,01070000,310.0,0124,,86400,34,136000,163200,按公告地價120%申報者
信義區,逸仙段三小段,01130000,122.0,0012,,20000,3499,151000,181200,按公告地價120%申報者
信義區,逸仙段三小段,02120000,24.0,0007,,2,1,136000,163200,按公告地價120%申報者
信義區,三興段一小段,05130000,488.0,0068,,315000,37994,93300,111960,按公告地價120%申報者
信義區,三興段二小段,02130001,5.0,0042,,8,1,103000,123600,按公告地價120%申報者
信義區,三興段二小段,09170001,198.0,0009,,600000,9962,75500,90600,按公告地價120%申報者
信義區,三興段三小段,00980000,54.0,0036,,670,49,79900,91080,申報地價超過公告地價100%未滿120%者
信義區,三興段三小段,03770000,13.0,0008,,4000,997,100232,120278,按公告地價120%申報者
信義區,永春段一小段,05040000,306.0,0029,,28000,528,94900,113880,按公告地價120%申報者
信義區,永吉段二小段,04640000,123.0,0034,,9600,34,93900,112680,按公告地價120%申報者
信義區,永吉段二小段,06350000,33.0,0024,,800,17,93900,112680,按公告地價120%申報者
信義區,虎林段一小段,03550000,1486.0,0114,,376740,18713,115224,138268,按公告地價120%申報者
信義區,虎林段一小段,05750000,66.0,0054,,189000,25,99600,119520,按公告地價120%申報者
信義區,虎林段一小段,05760000,56.0,0054,,189000,30,99600,119520,按公告地價120%申報者
信義區,虎林段一小段,05780000,60.0,0054,,189000,28,99600,119520,按公告地價120%申報者
信義區,虎林段一小段,06670000,913.0,0066,,15750000,160,100410,120492,按公告地價120%申報者
信義區,虎林段三小段,03270000,144.0,0161,,58320,672,85700,102840,按公告地價120%申報者
信義區,虎林段四小段,09400000,8024.0,0359,,8618400,21757,199000,238800,按公告地價120%申報者
信義區,吳興段一小段,02940000,357.0,0042,,80000,9998,96544,115852,按公告地價120%申報者
信義區,吳興段一小段,03540002,0.36,0037,,8,1,99100,118920,按公告地價120%申報者
信義區,吳興段二小段,04120000,65.0,0014,,3,1,56800,68160,按公告地價120%申報者
信義區,吳興段二小段,05040001,168.0,0020,,6,1,66738,80085,按公告地價120%申報者
信義區,信義段二小段,00530000,29.0,0014,,3200,120,109000,130800,按公告地價120%申報者
信義區,祥和段二小段,06610001,829.0,0036,,2304,97,95200,114240,按公告地價120%申報者
信義區,祥和段三小段,05080000,13.0,0002,A,1,1,67300,80760,按公告地價120%申報者
信義區,雅祥段四小段,05430002,584.0,0037,,1000000,104295,103000,123600,按公告地價120%申報者
信義區,福德段一小段,01860000,573.0,0032,,15000,881,71000,85200,按公告地價120%申報者
信義區,福德段一小段,01920000,228.0,0109,,140000,7493,82060,98472,按公告地價120%申報者
信義區,福德段一小段,02130000,62.0,0023,,10000,3581,71000,85200,按公告地價120%申報者
信義區,福德段一小段,02810000,35.0,0050,,27,2,71000,85200,按公告地價120%申報者
信義區,福德段一小段,02840000,27.0,0051,,27,2,71000,85200,按公告地價120%申報者
信義區,福德段一小段,03030000,288.0,0115,,40000,2141,71000,85200,按公告地價120%申報者
信義區,福德段一小段,03140001,54.0,0016,,14,1,90700,108840,按公告地價120%申報者
信義區,福德段一小段,03140003,40.0,0014,,14,1,90700,108840,按公告地價120%申報者
信義區,福德段一小段,05640000,117.0,0081,,19200,2,71000,85200,按公告地價120%申報者
信義區,福德段一小段,06510002,4.0,0027,,96000,5215,71000,85200,按公告地價120%申報者
信義區,福德段一小段,06510003,4.0,0027,,96000,5215,71000,85200,按公告地價120%申報者
信義區,福德段一小段,06900001,412.0,0180,,240000,7,71000,85200,按公告地價120%申報者
信義區,福德段一小段,06900004,137.0,0188,,24000,2,71000,85200,按公告地價120%申報者
信義區,福德段一小段,06900005,23.0,0204,,4800,10,71000,85200,按公告地價120%申報者
信義區,福德段二小段,01430000,163.0,0115,,2000,107,89312,107174,按公告地價120%申報者
信義區,福德段三小段,02700000,167.0,0061,,240,1,91000,109200,按公告地價120%申報者
信義區,福德段三小段,03690000,38.0,0047,,48,1,91000,109200,按公告地價120%申報者
信義區,福德段三小段,06960000,351.0,0048,,43200,4547,116528,139833,按公告地價120%申報者
信義區,福德段四小段,01240000,131.0,0018,,18,1,67300,80760,按公告地價120%申報者
信義區,�祟M段二小段,03940001,43.0,0003,A,1,1,76500,91800,按公告地價120%申報者
信義區,�祟M段二小段,04400000,16.0,0003,,2,1,76500,91800,按公告地價120%申報者
信義區,�祟M段二小段,05180000,92.0,0128,,80,1,76500,91800,按公告地價120%申報者
信義區,�祟M段二小段,05570000,111.0,0012,,50000,10995,76500,91800,按公告地價120%申報者
信義區,雅祥段二小段,02500000,45.0,0003,A,1,1,94100,112920,按公告地價120%申報者
信義區,虎林段四小段,04730000,87.0,0008,A,1,1,87376,104851,按公告地價120%申報者
中正區,臨沂段四小段,03150000,2113.0,0001,A,1,1,150486,150486,按公告地價100%申報者
中正區,臨沂段四小段,03160000,2388.0,0001,A,1,1,149608,149608,按公告地價100%申報者
中正區,成功段一小段,01210000,1521.0,0001,,7025,594,120994,120994,按公告地價100%申報者
中正區,成功段一小段,01210002,232.0,0001,,7025,594,120994,120994,按公告地價100%申報者
中正區,成功段一小段,01220001,1321.0,0001,,7025,594,120994,120994,按公告地價100%申報者
中正區,成功段一小段,01220003,1.0,0001,,7025,594,120994,120994,按公告地價100%申報者
中正區,成功段一小段,02380001,28.0,0001,A,1,1,175000,175000,按公告地價100%申報者
中正區,成功段一小段,02440000,1130.0,0001,A,1,1,135000,135000,按公告地價100%申報者
中正區,公園段二小段,00100000,52.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,公園段二小段,00190000,5.0,0001,A,1,1,245000,245000,按公告地價100%申報者
中正區,公園段二小段,00180000,103.0,0001,A,1,1,190734,190734,按公告地價100%申報者
中正區,公園段二小段,00170000,4.0,0001,A,1,1,190734,190734,按公告地價100%申報者
中正區,公園段二小段,00160000,45.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,公園段二小段,00150000,16.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,公園段二小段,00140000,43.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,公園段二小段,00130000,15.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,公園段二小段,00120000,43.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,公園段二小段,00110000,14.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,公園段二小段,00360000,23.0,0001,A,1,1,239320,239320,按公告地價100%申報者
中正區,公園段二小段,00350000,174.0,0001,A,1,1,244436,244436,按公告地價100%申報者
中正區,公園段二小段,00340000,707.0,0001,A,1,1,244436,244436,按公告地價100%申報者
中正區,公園段二小段,00330000,2328.0,0001,A,1,1,180228,180228,按公告地價100%申報者
中正區,公園段二小段,00320000,518.0,0001,A,1,1,214036,214036,按公告地價100%申報者
中正區,公園段二小段,00310000,100.0,0001,A,1,1,214036,214036,按公告地價100%申報者
中正區,公園段二小段,00300000,21.0,0001,A,1,1,241619,241619,按公告地價100%申報者
中正區,公園段二小段,00290000,17.0,0001,A,1,1,245000,245000,按公告地價100%申報者
中正區,公園段二小段,00280000,57.0,0001,A,1,1,245000,245000,按公告地價100%申報者
中正區,公園段二小段,00530000,91.0,0001,A,1,1,272000,272000,按公告地價100%申報者
中正區,公園段二小段,00520000,29.0,0001,A,1,1,200288,200288,按公告地價100%申報者
中正區,公園段二小段,00510000,239.0,0001,A,1,1,200288,200288,按公告地價100%申報者
中正區,公園段二小段,00500000,16.0,0001,A,1,1,198745,198745,按公告地價100%申報者
中正區,公園段二小段,00490000,129.0,0001,A,1,1,198745,198745,按公告地價100%申報者
中正區,公園段二小段,00480000,565.0,0001,A,1,1,225791,225791,按公告地價100%申報者
中正區,公園段二小段,00470000,67.0,0001,A,1,1,225791,225791,按公告地價100%申報者
中正區,公園段二小段,00460000,11.0,0001,A,1,1,180228,180228,按公告地價100%申報者
中正區,公園段二小段,00450000,87.0,0001,A,1,1,255981,255981,按公告地價100%申報者
中正區,城中段一小段,07020000,115.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,城中段一小段,06990000,541.0,0001,A,1,1,161479,161479,按公告地價100%申報者
中正區,城中段一小段,06790000,21.0,0001,A,1,1,177000,177000,按公告地價100%申報者
中正區,城中段一小段,06780000,8.0,0001,A,1,1,177000,177000,按公告地價100%申報者
中正區,城中段一小段,03970000,235.0,0001,A,1,1,177000,177000,按公告地價100%申報者
中正區,城中段一小段,03960000,75.0,0001,A,1,1,177000,177000,按公告地價100%申報者
中正區,公園段二小段,03400000,263.0,0001,A,1,1,390811,390811,按公告地價100%申報者
中正區,公園段二小段,03390000,113.0,0001,A,1,1,390811,390811,按公告地價100%申報者
中正區,公園段二小段,03370000,166.0,0001,A,1,1,337868,337868,按公告地價100%申報者
中正區,城中段一小段,07280000,349.0,0001,A,1,1,192925,192925,按公告地價100%申報者
中正區,城中段一小段,07270002,15.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,城中段一小段,07270001,21.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,城中段一小段,07270000,80.0,0001,A,1,1,192925,192925,按公告地價100%申報者
中正區,城中段一小段,07260000,15.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,城中段一小段,07250000,75.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,城中段一小段,07240000,76.0,0001,A,1,1,191624,191624,按公告地價100%申報者
中正區,城中段一小段,07230000,17.0,0001,A,1,1,191624,191624,按公告地價100%申報者
中正區,城中段一小段,07220000,3.0,0001,A,1,1,231600,231600,按公告地價100%申報者
中正區,城中段一小段,07410002,376.0,0001,A,1,1,161000,161000,按公告地價100%申報者
中正區,城中段一小段,07410001,159.0,0001,A,1,1,161000,161000,按公告地價100%申報者
中正區,城中段一小段,07410000,642.0,0001,A,1,1,161000,161000,按公告地價100%申報者
中正區,城中段一小段,07400000,307.0,0001,A,1,1,257443,257443,按公告地價100%申報者
中正區,城中段一小段,07390000,59.0,0001,A,1,1,257443,257443,按公告地價100%申報者
中正區,城中段一小段,07380000,18.0,0001,A,1,1,267194,267194,按公告地價100%申報者
中正區,城中段一小段,07370000,83.0,0001,A,1,1,267194,267194,按公告地價100%申報者
中正區,城中段一小段,07360000,57.0,0001,A,1,1,306427,306427,按公告地價100%申報者
中正區,城中段一小段,07350000,17.0,0001,A,1,1,306427,306427,按公告地價100%申報者
中正區,城中段二小段,05810000,129.0,0001,A,1,1,257898,257898,按公告地價100%申報者
中正區,城中段二小段,05560000,96.0,0001,A,1,1,326000,326000,按公告地價100%申報者
中正區,城中段二小段,05550000,405.0,0001,A,1,1,326000,326000,按公告地價100%申報者
中正區,城中段二小段,05540001,124.0,0001,A,1,1,161000,161000,按公告地價100%申報者
中正區,城中段二小段,05540000,717.0,0001,A,1,1,161000,161000,按公告地價100%申報者
中正區,城中段二小段,02000001,11.0,0001,A,1,1,243100,243100,按公告地價100%申報者
中正區,城中段二小段,02000000,178.0,0001,A,1,1,288274,288274,按公告地價100%申報者
中正區,城中段二小段,01990001,33.0,0001,A,1,1,243100,243100,按公告地價100%申報者
中正區,城中段二小段,01990000,372.0,0001,A,1,1,288274,288274,按公告地價100%申報者
中正區,城中段二小段,05820000,165.0,0001,A,1,1,257898,257898,按公告地價100%申報者
中正區,城中段二小段,01820000,183.0,0001,A,1,1,229955,229955,按公告地價100%申報者
中正區,城中段二小段,01810000,18.0,0001,A,1,1,229955,229955,按公告地價100%申報者
中正區,城中段一小段,07430002,49.0,0001,A,1,1,199000,199000,按公告地價100%申報者
中正區,城中段一小段,07430001,22.0,0001,A,1,1,199000,199000,按公告地價100%申報者
中正區,城中段一小段,07430000,74.0,0001,A,1,1,203525,203525,按公告地價100%申報者
中正區,城中段一小段,07420002,223.0,0001,A,1,1,199000,199000,按公告地價100%申報者
中正區,城中段一小段,07420001,58.0,0001,A,1,1,199000,199000,按公告地價100%申報者
中正區,城中段一小段,07420000,314.0,0001,A,1,1,203525,203525,按公告地價100%申報者
中正區,城中段一小段,07340000,64.0,0001,A,1,1,334435,334435,按公告地價100%申報者
中正區,城中段一小段,07330000,93.0,0001,A,1,1,334435,334435,按公告地價100%申報者
中正區,城中段一小段,07320000,76.0,0001,A,1,1,218552,218552,按公告地價100%申報者
中正區,城中段一小段,07310000,17.0,0001,A,1,1,218552,218552,按公告地價100%申報者
中正區,城中段一小段,07300000,18.0,0001,A,1,1,196124,196124,按公告地價100%申報者
中正區,城中段一小段,07290000,76.0,0001,A,1,1,196124,196124,按公告地價100%申報者
中正區,城中段一小段,07280002,80.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,城中段一小段,07280001,57.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,城中段一小段,07210000,7.0,0001,A,1,1,231600,231600,按公告地價100%申報者
中正區,城中段一小段,07200000,81.0,0001,A,1,1,203632,203632,按公告地價100%申報者
中正區,城中段一小段,07190000,19.0,0001,A,1,1,203632,203632,按公告地價100%申報者
中正區,城中段一小段,07180000,18.0,0001,A,1,1,219406,219406,按公告地價100%申報者
中正區,城中段一小段,07170000,78.0,0001,A,1,1,219406,219406,按公告地價100%申報者
中正區,城中段一小段,07160000,128.0,0001,A,1,1,238547,238547,按公告地價100%申報者
中正區,城中段一小段,07150000,102.0,0001,A,1,1,238547,238547,按公告地價100%申報者
中正區,城中段一小段,07030000,468.0,0001,A,1,1,193000,193000,按公告地價100%申報者
中正區,公園段二小段,03360000,301.0,0001,A,1,1,337868,337868,按公告地價100%申報者
中正區,公園段二小段,00600000,79.0,0001,A,1,1,314821,314821,按公告地價100%申報者
中正區,公園段二小段,00590000,114.0,0001,A,1,1,314821,314821,按公告地價100%申報者
中正區,公園段二小段,00580000,18.0,0001,A,1,1,297095,297095,按公告地價100%申報者
中正區,公園段二小段,00570000,69.0,0001,A,1,1,297095,297095,按公告地價100%申報者
中正區,公園段二小段,00560000,18.0,0001,A,1,1,276162,276162,按公告地價100%申報者
中正區,公園段二小段,00550000,69.0,0001,A,1,1,276162,276162,按公告地價100%申報者
中正區,公園段二小段,00540000,24.0,0001,A,1,1,272000,272000,按公告地價100%申報者
中正區,公園段二小段,00440000,17.0,0001,A,1,1,255981,255981,按公告地價100%申報者
中正區,公園段二小段,00430000,84.0,0001,A,1,1,256475,256475,按公告地價100%申報者
中正區,公園段二小段,00420000,17.0,0001,A,1,1,256475,256475,按公告地價100%申報者
中正區,公園段二小段,00410000,114.0,0001,A,1,1,254468,254468,按公告地價100%申報者
中正區,公園段二小段,00400000,22.0,0001,A,1,1,254468,254468,按公告地價100%申報者
中正區,公園段二小段,00390000,316.0,0001,A,1,1,298027,298027,按公告地價100%申報者
中正區,公園段二小段,00380000,133.0,0001,A,1,1,298027,298027,按公告地價100%申報者
中正區,公園段二小段,00370000,102.0,0001,A,1,1,239320,239320,按公告地價100%申報者
中正區,公園段二小段,00270000,4.0,0001,A,1,1,245000,245000,按公告地價100%申報者
中正區,公園段二小段,00260000,327.0,0001,A,1,1,241619,241619,按公告地價100%申報者
中正區,公園段二小段,00250000,9.0,0001,A,1,1,241619,241619,按公告地價100%申報者
中正區,公園段二小段,00240000,1.0,0001,A,1,1,180228,180228,按公告地價100%申報者
中正區,公園段二小段,00230000,508.0,0001,A,1,1,245000,245000,按公告地價100%申報者
中正區,公園段二小段,00220000,19.0,0001,A,1,1,245000,245000,按公告地價100%申報者
中正區,公園段二小段,00210000,2.0,0001,A,1,1,180228,180228,按公告地價100%申報者
中正區,公園段二小段,00200000,117.0,0001,A,1,1,245000,245000,按公告地價100%申報者
中正區,公園段二小段,00090000,49.0,0001,A,1,1,269500,269500,按公告地價100%申報者
中正區,成功段一小段,02400000,4101.0,0001,A,1,1,152282,152282,按公告地價100%申報者
中正區,成功段一小段,02380000,5655.0,0001,A,1,1,150301,150301,按公告地價100%申報者
中正區,成功段一小段,01220002,16.0,0001,,7025,594,120994,120994,按公告地價100%申報者
中正區,成功段一小段,01220000,2303.0,0001,,7025,594,120994,120994,按公告地價100%申報者
中正區,成功段一小段,01210001,1915.0,0001,,7025,594,120994,120994,按公告地價100%申報者
中正區,城中段一小段,04120000,614.0,0027,,13927500,748,215619,258742,按公告地價120%申報者
中正區,臨沂段二小段,00480000,399.0,0036,,84,13,135000,162000,按公告地價120%申報者
萬華區,華江段三小段,04230000,3020.0,0001,,3018,81,73196,73196,按公告地價100%申報者
萬華區,萬華段二小段,02000000,552.0,0001,A,1,1,73130,73130,按公告地價100%申報者
萬華區,萬華段二小段,02530000,625.0,0001,A,1,1,63760,63760,按公告地價100%申報者
萬華區,萬華段二小段,08870000,503.0,0001,A,1,1,101656,101656,按公告地價100%申報者
萬華區,漢中段一小段,06030000,256.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06030004,186.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06050001,0.35,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06460000,241.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06480000,28.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06550000,924.0,0001,A,1,1,176271,176271,按公告地價100%申報者
萬華區,漢中段一小段,06530001,11.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06530000,76.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06520001,3.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06520000,363.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06510003,73.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06510000,1503.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06500000,261.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06490000,139.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06630001,1.0,0001,A,1,1,315265,315265,按公告地價100%申報者
萬華區,漢中段一小段,06630000,13.0,0001,A,1,1,315265,315265,按公告地價100%申報者
萬華區,漢中段一小段,06620001,6.0,0001,A,1,1,302444,302444,按公告地價100%申報者
萬華區,漢中段一小段,06620000,9.0,0001,A,1,1,302444,302444,按公告地價100%申報者
萬華區,漢中段一小段,06610001,5.0,0001,A,1,1,302444,302444,按公告地價100%申報者
萬華區,漢中段一小段,06610000,37.0,0001,A,1,1,302444,302444,按公告地價100%申報者
萬華區,漢中段一小段,06600001,2.0,0001,A,1,1,160200,160200,按公告地價100%申報者
萬華區,漢中段一小段,06600000,58.0,0001,A,1,1,200313,200313,按公告地價100%申報者
萬華區,漢中段一小段,06590000,13.0,0001,A,1,1,200313,200313,按公告地價100%申報者
萬華區,漢中段一小段,06580000,17.0,0001,A,1,1,174789,174789,按公告地價100%申報者
萬華區,漢中段一小段,06570001,2.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06570000,67.0,0001,A,1,1,174789,174789,按公告地價100%申報者
萬華區,漢中段一小段,06560002,70.0,0001,A,1,1,173130,173130,按公告地價100%申報者
萬華區,漢中段一小段,06560001,5.0,0001,A,1,1,178000,178000,按公告地價100%申報者
萬華區,漢中段一小段,06560000,220.0,0001,A,1,1,176271,176271,按公告地價100%申報者
萬華區,漢中段一小段,06550002,290.0,0001,A,1,1,173130,173130,按公告地價100%申報者
萬華區,漢中段一小段,06550001,2.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06700000,27.0,0001,A,1,1,264669,264669,按公告地價100%申報者
萬華區,漢中段一小段,06690000,36.0,0001,A,1,1,264669,264669,按公告地價100%申報者
萬華區,漢中段一小段,06680000,13.0,0001,A,1,1,364900,364900,按公告地價100%申報者
萬華區,漢中段一小段,06670001,1.0,0001,A,1,1,364900,364900,按公告地價100%申報者
萬華區,漢中段一小段,06670000,35.0,0001,A,1,1,364900,364900,按公告地價100%申報者
萬華區,漢中段一小段,06660001,2.0,0001,A,1,1,331714,331714,按公告地價100%申報者
萬華區,漢中段一小段,06660000,15.0,0001,A,1,1,331714,331714,按公告地價100%申報者
萬華區,漢中段一小段,06650000,42.0,0001,A,1,1,331714,331714,按公告地價100%申報者
萬華區,漢中段一小段,06640000,38.0,0001,A,1,1,315265,315265,按公告地價100%申報者
萬華區,龍山段一小段,08590000,1089.0,0001,A,1,1,56162,56162,按公告地價100%申報者
萬華區,龍山段一小段,05700001,426.0,0001,A,1,1,86359,86359,按公告地價100%申報者
萬華區,龍山段一小段,05700000,779.0,0001,A,1,1,82590,82590,按公告地價100%申報者
萬華區,漢中段三小段,02170000,250.0,0001,A,1,1,110000,110000,按公告地價100%申報者
萬華區,漢中段三小段,02160001,4.0,0001,A,1,1,110000,110000,按公告地價100%申報者
萬華區,漢中段三小段,02160000,59.0,0001,A,1,1,110000,110000,按公告地價100%申報者
萬華區,漢中段三小段,02150000,10.0,0001,A,1,1,71041,71041,按公告地價100%申報者
萬華區,漢中段三小段,02140003,165.0,0001,A,1,1,62800,62800,按公告地價100%申報者
萬華區,漢中段三小段,02140002,305.0,0001,A,1,1,71041,71041,按公告地價100%申報者
萬華區,龍山段二小段,03390000,109.0,0001,A,1,1,91200,91200,按公告地價100%申報者
萬華區,龍山段二小段,03380000,97.0,0001,A,1,1,91200,91200,按公告地價100%申報者
萬華區,龍山段二小段,03370000,973.0,0001,A,1,1,88398,88398,按公告地價100%申報者
萬華區,龍山段二小段,03360000,403.0,0001,A,1,1,79572,79572,按公告地價100%申報者
萬華區,龍山段二小段,03350003,65.0,0001,A,1,1,62800,62800,按公告地價100%申報者
萬華區,龍山段二小段,03350001,548.0,0001,A,1,1,75134,75134,按公告地價100%申報者
萬華區,龍山段二小段,03350000,1132.0,0001,A,1,1,109454,109454,按公告地價100%申報者
萬華區,龍山段二小段,03290000,31.0,0001,A,1,1,62800,62800,按公告地價100%申報者
萬華區,龍山段二小段,01710000,1582.0,0001,A,1,1,66889,66889,按公告地價100%申報者
萬華區,福星段一小段,01380000,779.0,0001,A,1,1,80732,80732,按公告地價100%申報者
萬華區,福星段一小段,00780000,16.0,0001,A,1,1,95200,95200,按公告地價100%申報者
萬華區,福星段一小段,00650000,338.0,0001,A,1,1,94430,94430,按公告地價100%申報者
萬華區,龍山段二小段,04180000,4.0,0002,A,1,1,91200,91200,按公告地價100%申報者
萬華區,龍山段二小段,04070000,442.0,0001,A,1,1,51320,51320,按公告地價100%申報者
萬華區,龍山段二小段,04060000,152.0,0001,A,1,1,54200,54200,按公告地價100%申報者
萬華區,龍山段二小段,04050000,178.0,0001,A,1,1,54200,54200,按公告地價100%申報者
萬華區,龍山段二小段,04040000,822.0,0001,A,1,1,52715,52715,按公告地價100%申報者
萬華區,龍山段二小段,04030001,55.0,0001,A,1,1,50029,50029,按公告地價100%申報者
