縣市別代碼,年月別,商品性質別分類,原始值[統計數值],年增率[%]
63000,97年7月,商品類-非耐久性消費品(不含食物),104.45,10.67
63000,97年7月,商品類-半耐久性消費品,90.86,1.76
63000,97年7月,商品類-耐久性消費品,127.11,-2.66
63000,97年7月,服務類,91.4,2.4
63000,97年7月,服務類(不含食物),93.44,1.14
63000,97年7月,服務類-外食費,82.2,9.15
63000,97年7月,服務類-衣著,84.37,9.26
63000,97年7月,服務類-居住,92.49,1.24
63000,97年7月,服務類-交通及通訊,101.89,2.69
63000,97年7月,服務類-醫藥保健,89.17,2.91
63000,97年7月,服務類-教養娛樂,93.14,0.15
63000,97年7月,服務類-教養,97.02,0.17
63000,97年7月,服務類-娛樂,89.92,0.78
63000,97年7月,服務類-雜項,89.71,0.07
63000,97年8月,總指數(含食物),91.68,4.07
63000,97年8月,商品類(含食物),92.1,6.58
63000,97年8月,商品類(不含食物),104.12,2.95
63000,97年8月,商品類-非耐久性消費品(含食物),86.32,10.5
63000,97年8月,商品類-非耐久性消費品(不含食物),102.49,7.95
63000,97年8月,商品類-半耐久性消費品,87.87,0.61
63000,97年8月,商品類-耐久性消費品,126.87,-3.03
63000,97年8月,服務類,91.48,2.37
63000,97年8月,服務類(不含食物),93.5,1.2
63000,97年8月,服務類-外食費,82.37,8.62
63000,97年8月,服務類-衣著,84.37,9.26
63000,97年8月,服務類-居住,92.63,1.39
63000,97年8月,服務類-交通及通訊,101.86,2.43
63000,97年8月,服務類-醫藥保健,89.41,3.19
63000,97年8月,服務類-教養娛樂,93.05,0.12
63000,97年8月,服務類-教養,97.02,0.17
63000,97年8月,服務類-娛樂,89.75,0.72
63000,97年8月,服務類-雜項,89.8,0.22
63000,97年9月,總指數(含食物),91.29,3.12
63000,97年9月,商品類(含食物),91.23,4
63000,97年9月,商品類(不含食物),102.96,2.21
63000,97年9月,商品類-非耐久性消費品(含食物),85.36,6.91
63000,97年9月,商品類-非耐久性消費品(不含食物),100.75,6.96
63000,97年9月,商品類-半耐久性消費品,87.01,0.35
63000,97年9月,商品類-耐久性消費品,126.61,-3.69
63000,97年9月,服務類,91.4,2.54
63000,97年9月,服務類(不含食物),93.41,1.75
63000,97年9月,服務類-外食費,82.36,6.66
63000,97年9月,服務類-衣著,82.88,2.47
63000,97年9月,服務類-居住,92.69,1.31
63000,97年9月,服務類-交通及通訊,101.69,2.77
63000,97年9月,服務類-醫藥保健,89.44,3.26
63000,97年9月,服務類-教養娛樂,92,2.32
63000,97年9月,服務類-教養,97.36,0.41
63000,97年9月,服務類-娛樂,87.42,4.61
63000,97年9月,服務類-雜項,92.14,-0.23
63000,97年10月,總指數(含食物),92.36,2.42
63000,97年10月,商品類(含食物),94.21,2.87
63000,97年10月,商品類(不含食物),103.92,0
63000,97年10月,商品類-非耐久性消費品(含食物),87.31,5.54
63000,97年10月,商品類-非耐久性消費品(不含食物),96.65,3.03
63000,97年10月,商品類-半耐久性消費品,97.94,-0.55
63000,97年10月,商品類-耐久性消費品,126.27,-4.12
63000,97年10月,服務類,91.18,2.23
63000,97年10月,服務類(不含食物),93.15,1.58
63000,97年10月,服務類-外食費,82.3,5.58
63000,97年10月,服務類-衣著,82.88,2.47
63000,97年10月,服務類-居住,92.71,0.98
63000,97年10月,服務類-交通及通訊,101.6,2.66
63000,97年10月,服務類-醫藥保健,89.44,2.86
63000,97年10月,服務類-教養娛樂,91.91,2.51
63000,97年10月,服務類-教養,97.36,0.41
63000,97年10月,服務類-娛樂,87.24,4.94
63000,97年10月,服務類-雜項,89.24,-0.31
63000,97年11月,總指數(含食物),91.3,2.06
63000,97年11月,商品類(含食物),91.79,2.1
63000,97年11月,商品類(不含食物),101.27,-2.53
63000,97年11月,商品類-非耐久性消費品(含食物),84.52,4.64
63000,97年11月,商品類-非耐久性消費品(不含食物),92.59,-1.97
63000,97年11月,商品類-半耐久性消費品,96.39,-0.89
63000,97年11月,商品類-耐久性消費品,125.33,-4.84
63000,97年11月,服務類,91.04,2.12
63000,97年11月,服務類(不含食物),92.94,1.63
63000,97年11月,服務類-外食費,82.47,4.6
63000,97年11月,服務類-衣著,82.88,2.47
63000,97年11月,服務類-居住,92.67,0.7
63000,97年11月,服務類-交通及通訊,101.49,1.41
63000,97年11月,服務類-醫藥保健,89.44,2.67
63000,97年11月,服務類-教養娛樂,91.08,3.7
63000,97年11月,服務類-教養,97.36,0.41
63000,97年11月,服務類-娛樂,85.64,7.26
63000,97年11月,服務類-雜項,89.82,0.34
63000,97年12月,總指數(含食物),90.14,1.63
63000,97年12月,商品類(含食物),89.13,1.39
63000,97年12月,商品類(不含食物),99.67,-4
63000,97年12月,商品類-非耐久性消費品(含食物),81.51,4.27
63000,97年12月,商品類-非耐久性消費品(不含食物),90.93,-3.56
63000,97年12月,商品類-半耐久性消費品,93.99,-3.59
63000,97年12月,商品類-耐久性消費品,124.82,-5.01
63000,97年12月,服務類,90.89,1.78
63000,97年12月,服務類(不含食物),92.75,1.29
63000,97年12月,服務類-外食費,82.47,4.27
63000,97年12月,服務類-衣著,82.88,2.47
63000,97年12月,服務類-居住,92.62,0.64
63000,97年12月,服務類-交通及通訊,101.35,1.17
63000,97年12月,服務類-醫藥保健,89.2,2.4
63000,97年12月,服務類-教養娛樂,90.66,2.75
63000,97年12月,服務類-教養,97.36,0.41
63000,97年12月,服務類-娛樂,84.83,5.3
63000,97年12月,服務類-雜項,89.5,-0.02
63000,98年1月,總指數(含食物),90.18,2.12
63000,98年1月,商品類(含食物),87.3,1.11
63000,98年1月,商品類(不含食物),98.24,-3.69
63000,98年1月,商品類-非耐久性消費品(含食物),80.21,3.5
63000,98年1月,商品類-非耐久性消費品(不含食物),91.42,-3.61
63000,98年1月,商品類-半耐久性消費品,89.42,-1.67
63000,98年1月,商品類-耐久性消費品,123.08,-5.53
63000,98年1月,服務類,92.19,2.75
63000,98年1月,服務類(不含食物),94.41,2.59
63000,98年1月,服務類-外食費,82.21,3.62
63000,98年1月,服務類-衣著,82.88,1.64
63000,98年1月,服務類-居住,93.38,1.1
63000,98年1月,服務類-交通及通訊,101.98,2.01
63000,98年1月,服務類-醫藥保健,89.04,0.71
63000,98年1月,服務類-教養娛樂,91.13,1.86
63000,98年1月,服務類-教養,97.36,0.41
63000,98年1月,服務類-娛樂,85.75,3.4
63000,98年1月,服務類-雜項,103.36,16.67
63000,98年2月,總指數(含食物),88.71,-1.18
63000,98年2月,商品類(含食物),86.17,-1.15
63000,98年2月,商品類(不含食物),97.7,-3.3
63000,98年2月,商品類-非耐久性消費品(含食物),79.29,-0.04
63000,98年2月,商品類-非耐久性消費品(不含食物),92.09,-3.04
63000,98年2月,商品類-半耐久性消費品,86.48,-0.59
63000,98年2月,商品類-耐久性消費品,122.87,-5.88
63000,98年2月,服務類,90.48,-1.2
63000,98年2月,服務類(不含食物),92.35,-1.98
63000,98年2月,服務類-外食費,82.04,2.86
63000,98年2月,服務類-衣著,82.88,1.64
63000,98年2月,服務類-居住,92.48,-1.12
63000,98年2月,服務類-交通及通訊,101,-0.45
63000,98年2月,服務類-醫藥保健,89.22,0.92
63000,98年2月,服務類-教養娛樂,89.47,-0.54
63000,98年2月,服務類-教養,97.24,0.29
63000,98年2月,服務類-娛樂,82.66,-1.44
63000,98年2月,服務類-雜項,89.88,-14.57
63000,98年3月,總指數(含食物),88.77,0.3
63000,98年3月,商品類(含食物),86.44,-0.32
63000,98年3月,商品類(不含食物),97.32,-3.62
63000,98年3月,商品類-非耐久性消費品(含食物),79.91,1.28
63000,98年3月,商品類-非耐久性消費品(不含食物),92.1,-3.48
63000,98年3月,商品類-半耐久性消費品,85.42,-0.82
63000,98年3月,商品類-耐久性消費品,122.5,-6.09
63000,98年3月,服務類,90.4,0.7
63000,98年3月,服務類(不含食物),92.25,0.35
63000,98年3月,服務類-外食費,82.04,2.51
63000,98年3月,服務類-衣著,82.88,1.64
63000,98年3月,服務類-居住,92.46,-0.03
63000,98年3月,服務類-交通及通訊,100.83,0.4
63000,98年3月,服務類-醫藥保健,89.22,0.59
63000,98年3月,服務類-教養娛樂,89.26,1.06
63000,98年3月,服務類-教養,97.25,0.3
63000,98年3月,服務類-娛樂,82.26,1.91
63000,98年3月,服務類-雜項,89.7,0.12
63000,98年4月,總指數(含食物),89.44,-0.23
63000,98年4月,商品類(含食物),88.39,-0.93
63000,98年4月,商品類(不含食物),100.82,-3.33
63000,98年4月,商品類-非耐久性消費品(含食物),80.6,0.21
63000,98年4月,商品類-非耐久性消費品(不含食物),93.51,-3.36
63000,98年4月,商品類-半耐久性消費品,95.85,-1.45
63000,98年4月,商品類-耐久性消費品,122.07,-4.97
63000,98年4月,服務類,90.21,0.22
63000,98年4月,服務類(不含食物),92.14,-0.05
63000,98年4月,服務類-外食費,81.52,1.62
63000,98年4月,服務類-衣著,82.88,1.64
63000,98年4月,服務類-居住,92.35,-0.16
63000,98年4月,服務類-交通及通訊,100.46,0.1
63000,98年4月,服務類-醫藥保健,88.75,0.06
63000,98年4月,服務類-教養娛樂,89.57,0.32
63000,98年4月,服務類-教養,97.26,0.25
63000,98年4月,服務類-娛樂,82.84,0.39
63000,98年4月,服務類-雜項,88.77,-0.92
63000,98年5月,總指數(含食物),89.49,-0.29
63000,98年5月,商品類(含食物),88.74,-0.4
63000,98年5月,商品類(不含食物),100.41,-3.29
63000,98年5月,商品類-非耐久性消費品(含食物),81.38,0.83
63000,98年5月,商品類-非耐久性消費品(不含食物),93.59,-3.65
63000,98年5月,商品類-半耐久性消費品,95.05,-0.36
63000,98年5月,商品類-耐久性消費品,121.06,-5.37
63000,98年5月,服務類,90.07,-0.21
63000,98年5月,服務類(不含食物),92.05,-0.22
63000,98年5月,服務類-外食費,81.19,-0.11
63000,98年5月,服務類-衣著,82.88,1.64
63000,98年5月,服務類-居住,92.31,-0.21
63000,98年5月,服務類-交通及通訊,100.49,-0.05
63000,98年5月,服務類-醫藥保健,88.75,-0.1
63000,98年5月,服務類-教養娛樂,89.17,-0.75
63000,98年5月,服務類-教養,96.14,-0.91
63000,98年5月,服務類-娛樂,83.11,-0.57
63000,98年5月,服務類-雜項,89.08,1
63000,98年6月,總指數(含食物),89.29,-1.76
63000,98年6月,商品類(含食物),88.5,-2.93
63000,98年6月,商品類(不含食物),101.2,-4.1
63000,98年6月,商品類-非耐久性消費品(含食物),81.7,-2.63
63000,98年6月,商品類-非耐久性消費品(不含食物),97.11,-4.7
63000,98年6月,商品類-半耐久性消費品,92.62,-1.18
63000,98年6月,商品類-耐久性消費品,119.92,-5.7
63000,98年6月,服務類,89.88,-0.98
63000,98年6月,服務類(不含食物),91.85,-1
63000,98年6月,服務類-外食費,81,-0.91
63000,98年6月,服務類-衣著,83.74,2.7
63000,98年6月,服務類-居住,92.26,-0.26
63000,98年6月,服務類-交通及通訊,100.14,-0.6
63000,98年6月,服務類-醫藥保健,92.14,3.33
63000,98年6月,服務類-教養娛樂,88.05,-3.12
63000,98年6月,服務類-教養,96.25,-0.79
63000,98年6月,服務類-娛樂,80.85,-5.55
63000,98年6月,服務類-雜項,89.14,-1.74
63000,98年7月,總指數(含食物),89.52,-2.22
63000,98年7月,商品類(含食物),88.57,-3.6
63000,98年7月,商品類(不含食物),100.59,-5.08
63000,98年7月,商品類-非耐久性消費品(含食物),82.5,-3.41
63000,98年7月,商品類-非耐久性消費品(不含食物),98,-6.18
63000,98年7月,商品類-半耐久性消費品,89.37,-1.64
63000,98年7月,商品類-耐久性消費品,119.34,-6.11
63000,98年7月,服務類,90.24,-1.27
63000,98年7月,服務類(不含食物),92.29,-1.23
63000,98年7月,服務類-外食費,81,-1.46
63000,98年7月,服務類-衣著,84.15,-0.26
63000,98年7月,服務類-居住,92.26,-0.25
63000,98年7月,服務類-交通及通訊,99.64,-2.21
63000,98年7月,服務類-醫藥保健,92.14,3.33
63000,98年7月,服務類-教養娛樂,89.93,-3.45
63000,98年7月,服務類-教養,96.28,-0.76
63000,98年7月,服務類-娛樂,84.44,-6.09
63000,98年7月,服務類-雜項,89.08,-0.7
63000,98年8月,總指數(含食物),90.39,-1.41
63000,98年8月,商品類(含食物),90.75,-1.47
63000,98年8月,商品類(不含食物),100.13,-3.83
63000,98年8月,商品類-非耐久性消費品(含食物),86.02,-0.35
63000,98年8月,商品類-非耐久性消費品(不含食物),98.83,-3.57
63000,98年8月,商品類-半耐久性消費品,86.19,-1.91
63000,98年8月,商品類-耐久性消費品,119.4,-5.89
63000,98年8月,服務類,90.23,-1.37
63000,98年8月,服務類(不含食物),92.28,-1.3
63000,98年8月,服務類-外食費,81,-1.66
63000,98年8月,服務類-衣著,84.15,-0.26
63000,98年8月,服務類-居住,92.26,-0.4
63000,98年8月,服務類-交通及通訊,99.81,-2.01
63000,98年8月,服務類-醫藥保健,92.14,3.05
63000,98年8月,服務類-教養娛樂,89.82,-3.47
63000,98年8月,服務類-教養,96.24,-0.8
63000,98年8月,服務類-娛樂,84.26,-6.12
63000,98年8月,服務類-雜項,89.08,-0.8
63000,98年9月,總指數(含食物),89.83,-1.59
63000,98年9月,商品類(含食物),89.91,-1.45
63000,98年9月,商品類(不含食物),98.49,-4.34
63000,98年9月,商品類-非耐久性消費品(含食物),85.47,0.13
63000,98年9月,商品類-非耐久性消費品(不含食物),97.23,-3.49
63000,98年9月,商品類-半耐久性消費品,84.85,-2.48
63000,98年9月,商品類-耐久性消費品,117.32,-7.34
63000,98年9月,服務類,89.86,-1.68
63000,98年9月,服務類(不含食物),91.88,-1.64
63000,98年9月,服務類-外食費,80.79,-1.91
63000,98年9月,服務類-衣著,84.15,1.53
63000,98年9月,服務類-居住,92.26,-0.46
63000,98年9月,服務類-交通及通訊,99.47,-2.18
63000,98年9月,服務類-醫藥保健,92.14,3.02
63000,98年9月,服務類-教養娛樂,88.46,-3.85
63000,98年9月,服務類-教養,95.54,-1.87
63000,98年9月,服務類-娛樂,82.3,-5.86
63000,98年9月,服務類-雜項,89.08,-3.32
63000,98年10月,總指數(含食物),90.32,-2.21
63000,98年10月,商品類(含食物),91.05,-3.35
63000,98年10月,商品類(不含食物),101.94,-1.91
63000,98年10月,商品類-非耐久性消費品(含食物),84.55,-3.16
63000,98年10月,商品類-非耐久性消費品(不含食物),96.97,0.33
63000,98年10月,商品類-半耐久性消費品,99.32,1.41
63000,98年10月,商品類-耐久性消費品,115.36,-8.64
63000,98年10月,服務類,89.89,-1.41
63000,98年10月,服務類(不含食物),91.91,-1.33
63000,98年10月,服務類-外食費,80.8,-1.82
63000,98年10月,服務類-衣著,84.15,1.53
63000,98年10月,服務類-居住,92.25,-0.5
63000,98年10月,服務類-交通及通訊,99.89,-1.68
63000,98年10月,服務類-醫藥保健,91.94,2.8
63000,98年10月,服務類-教養娛樂,88.33,-3.9
63000,98年10月,服務類-教養,95.48,-1.93
63000,98年10月,服務類-娛樂,82.1,-5.89
63000,98年10月,服務類-雜項,89.43,0.21
63000,98年11月,總指數(含食物),89.52,-1.95
63000,98年11月,商品類(含食物),89.3,-2.71
63000,98年11月,商品類(不含食物),101.37,0.1
63000,98年11月,商品類-非耐久性消費品(含食物),82.85,-1.98
63000,98年11月,商品類-非耐久性消費品(不含食物),97.73,5.55
63000,98年11月,商品類-半耐久性消費品,96.18,-0.22
63000,98年11月,商品類-耐久性消費品,115.06,-8.19
63000,98年11月,服務類,89.74,-1.43
63000,98年11月,服務類(不含食物),91.73,-1.3
63000,98年11月,服務類-外食費,80.82,-2
63000,98年11月,服務類-衣著,84.15,1.53
63000,98年11月,服務類-居住,92.16,-0.55
63000,98年11月,服務類-交通及通訊,99.89,-1.58
63000,98年11月,服務類-醫藥保健,91.94,2.8
63000,98年11月,服務類-教養娛樂,87.92,-3.47
63000,98年11月,服務類-教養,95.48,-1.93
63000,98年11月,服務類-娛樂,81.32,-5.04
63000,98年11月,服務類-雜項,89.08,-0.82
63000,98年12月,總指數(含食物),89.12,-1.13
63000,98年12月,商品類(含食物),88.38,-0.84
63000,98年12月,商品類(不含食物),100.66,0.99
63000,98年12月,商品類-非耐久性消費品(含食物),82.09,0.71
63000,98年12月,商品類-非耐久性消費品(不含食物),97.66,7.4
63000,98年12月,商品類-半耐久性消費品,93.9,-0.1
63000,98年12月,商品類-耐久性消費品,114.88,-7.96
63000,98年12月,服務類,89.71,-1.3
63000,98年12月,服務類(不含食物),91.64,-1.2
63000,98年12月,服務類-外食費,80.99,-1.79
63000,98年12月,服務類-衣著,84.15,1.53
63000,98年12月,服務類-居住,92,-0.67
63000,98年12月,服務類-交通及通訊,100.03,-1.3
63000,98年12月,服務類-醫藥保健,92.4,3.59
63000,98年12月,服務類-教養娛樂,87.72,-3.24
63000,98年12月,服務類-教養,95.48,-1.93
63000,98年12月,服務類-娛樂,80.94,-4.59
63000,98年12月,服務類-雜項,89.08,-0.47
63000,99年1月,總指數(含食物),89,-1.31
63000,99年1月,商品類(含食物),87.8,0.57
63000,99年1月,商品類(不含食物),99.97,1.76
63000,99年1月,商品類-非耐久性消費品(含食物),82.02,2.26
63000,99年1月,商品類-非耐久性消費品(不含食物),98.36,7.59
63000,99年1月,商品類-半耐久性消費品,89.57,0.17
63000,99年1月,商品類-耐久性消費品,115.64,-6.04
63000,99年1月,服務類,89.88,-2.51
63000,99年1月,服務類(不含食物),91.84,-2.72
63000,99年1月,服務類-外食費,81.07,-1.39
63000,99年1月,服務類-衣著,84.15,1.53
63000,99年1月,服務類-居住,92.3,-1.16
63000,99年1月,服務類-交通及通訊,100.8,-1.16
63000,99年1月,服務類-醫藥保健,92.41,3.78
63000,99年1月,服務類-教養娛樂,87.93,-3.51
63000,99年1月,服務類-教養,95.47,-1.94
63000,99年1月,服務類-娛樂,81.33,-5.15
63000,99年1月,服務類-雜項,87.93,-14.93
63000,99年2月,總指數(含食物),90.35,1.85
63000,99年2月,商品類(含食物),87.16,1.15
63000,99年2月,商品類(不含食物),98.65,0.97
63000,99年2月,商品類-非耐久性消費品(含食物),81.86,3.24
63000,99年2月,商品類-非耐久性消費品(不含食物),97.75,6.15
63000,99年2月,商品類-半耐久性消費品,86.33,-0.17
