管理機關,土地標示名稱,宗地面積（平方公尺）,持分面積（平方公尺）,列帳金額（元）
財政局,臺北市信義區永吉段一小段0312-0038,49.22,0.96,256320
財政局,臺北市南港區新光段一小段0176-0006,250,31.25,3372281
財政局,臺北市松山區延吉段一小段0538-0000,12,12,5064000
財政局,臺北市內湖區康寧段四小段0121-0000,21,21,3969000
財政局,臺北市內湖區康寧段四小段0132-0000,22,22,4158000
財政局,臺北市北投區新民段四小段0148-0002,17,17,1229100
財政局,臺北市文山區興隆段三小段0802-0004,23,23,10419000
財政局,臺北市大安區通化段六小段0598-0000,40,40,38120000
財政局,臺北市文山區興隆段三小段0802-0005,341,341,154473000
財政局,臺北市萬華區福星段一小段0141-0000,4,4,1360000
財政局,臺北市士林區光華段二小段0053-0000,269,269,73706000
財政局,臺北市中正區臨沂段三小段0079-0001,101,101,50399000
財政局,臺北市中正區城中段一小段0107-0001,3,2.99,4234593
財政局,臺北市中正區城中段一小段0107-0002,5,4.99,5476670
財政局,臺北市中正區城中段一小段0107-0003,3,2.99,3516990
財政局,臺北市文山區華興段四小段0810-0000,194,194,31816000
財政局,臺北市中正區城中段二小段0403-0003,6,6,8947824
財政局,臺北市北投區溫泉段一小段0011-0000,47,47,5123000
財政局,臺北市士林區光華段二小段0671-0021,16,16,4960000
財政局,臺北市中山區吉林段四小段0536-0000,17.65,17.65,6565800
財政局,臺北市北投區溫泉段一小段0039-0000,528.43,528.43,120482040
財政局,臺北市士林區光華段二小段0671-0023,15,15,4650000
財政局,臺北市士林區光華段二小段0671-0024,60,60,18600000
財政局,臺北市文山區景美段一小段0369-0001,29,29,10208000
財政局,臺北市文山區萬芳段三小段0639-0000,554,554,101673958
財政局,臺北市文山區萬芳段三小段0639-0002,26,26,3796000
財政局,臺北市中正區永昌段三小段0331-0015,533,533,133397108
財政局,臺北市中正區臨沂段一小段0363-0001,68,68,34219504
財政局,臺北市中正區臨沂段一小段0363-0003,4,4,2014400
財政局,臺北市中正區臨沂段一小段0363-0002,7.62,7.62,3802380
財政局,臺北市中正區臨沂段一小段0364-0001,45,45,22455000
財政局,臺北市中正區臨沂段一小段0363-0004,0.38,0.38,189620
財政局,臺北市中正區臨沂段一小段0364-0002,3,3,1497000
財政局,臺北市大同區橋北段三小段0901-0005,22,22,4686000
財政局,臺北市大同區橋北段三小段0901-0004,6,6,1278000
財政局,臺北市大同區橋北段三小段0901-0006,6,6,1278000
財政局,臺北市大同區大龍段二小段0217-0000,26,26,4628000
財政局,臺北市大同區大龍段二小段0218-0000,63,63,11214000
財政局,臺北市中山區吉林段一小段0242-0000,26,26,21824270
財政局,臺北市中山區吉林段一小段0242-0001,76,76,63794020
財政局,臺北市中山區吉林段一小段0242-0002,13,13,10912135
財政局,臺北市士林區光華段二小段0950-0004,5.72,5.72,1287000
財政局,臺北市士林區光華段二小段0950-0006,55.08,55.08,12393000
財政局,臺北市士林區光華段二小段0950-0007,4.35,4.35,978750
財政局,臺北市士林區光華段二小段0950-0008,5.27,5.27,1185750
財政局,臺北市士林區光華段二小段0950-0009,14.14,14.14,3181500
財政局,臺北市士林區光華段二小段0950-0010,10.8,10.8,2430000
財政局,臺北市士林區光華段二小段0950-0011,10.21,10.21,2297250
財政局,臺北市士林區光華段二小段0950-0012,9.23,9.23,2076750
財政局,臺北市士林區光華段二小段0950-0013,8.59,8.59,1932750
財政局,臺北市士林區光華段二小段0950-0014,8.43,8.43,1896750
財政局,臺北市士林區光華段二小段0950-0015,8.23,8.23,1851750
財政局,臺北市士林區光華段二小段0950-0016,8.54,8.54,1921500
財政局,臺北市士林區光華段二小段0950-0017,8.36,8.36,1962117
財政局,臺北市士林區光華段二小段0950-0018,12.82,12.82,3551140
財政局,臺北市北投區新民段二小段0524-0000,10,10,659000
財政局,臺北市南港區中南段三小段0106-0000,26,24.7,5458700
財政局,臺北市中正區河堤段四小段0263-0031,12,12,4128000
財政局,臺北市中正區河堤段四小段0263-0008,133,133,45752000
財政局,臺北市中正區河堤段四小段0263-0032,24,24,8256000
財政局,臺北市信義區吳興段三小段0235-0001,446,446,98120000
財政局,臺北市文山區華興段四小段0316-0000,6.63,4.42,826540
財政局,臺北市中山區正義段一小段0810-0000,2,2,986000
財政局,臺北市中山區正義段一小段0811-0002,7,7,3451000
財政局,臺北市中山區正義段一小段0811-0003,8,8,3944000
財政局,臺北市中山區正義段一小段0812-0001,1,1,493000
財政局,臺北市中山區正義段一小段0851-0004,11,11,5423000
財政局,臺北市中山區正義段一小段0851-0006,5,5,2465000
財政局,臺北市中正區河堤段三小段0005-0000,537,537,189272094
財政局,臺北市中正區河堤段三小段0005-0001,93,93,31992000
財政局,臺北市大同區圓環段二小段0407-0006,280,280,185036880
財政局,臺北市士林區蘭雅段三小段0722-0000,859,859,244815000
財政局,臺北市中正區臨沂段一小段0495-0001,6,5.85,2919150
財政局,臺北市中正區臨沂段一小段0495-0003,9,8.77,4376230
財政局,臺北市中正區永昌段三小段0363-0000,55,55,12595000
財政局,臺北市士林區陽明段二小段0109-0000,15,15,4200000
財政局,臺北市士林區陽明段二小段0109-0002,20,20,6840000
財政局,臺北市信義區虎林段一小段0643-0000,2,2,726000
財政局,臺北市信義區虎林段一小段0643-0001,2,2,726000
財政局,臺北市信義區虎林段一小段0643-0002,10,10,3630000
財政局,臺北市北投區新民段四小段0402-0000,9,9,593100
財政局,臺北市北投區新民段四小段0400-0000,34,34,2240600
財政局,臺北市中正區河堤段四小段0693-0001,2,2,944000
財政局,臺北市萬華區莒光段三小段0198-0008,4,4,680000
財政局,臺北市士林區海光段三小段0480-0000,42,42,7476000
財政局,臺北市信義區雅祥段四小段0099-0000,542,542,298642000
財政局,臺北市北投區溫泉段一小段0039-0007,8.61,8.61,1963080
財政局,臺北市萬華區直興段三小段0405-0009,1,1,595100
財政局,臺北市內湖區潭美段一小段0065-0000,465,33.49,1674500
財政局,臺北市內湖區潭美段一小段0064-0000,20,1.44,72000
財政局,臺北市士林區海光段二小段0645-0000,10,10,1780000
財政局,臺北市萬華區華中段二小段0305-0001,120,120,20160000
財政局,臺北市北投區文林段一小段0408-0003,138.4,138.4,32524000
財政局,臺北市北投區文林段一小段0408-0007,66.6,66.6,15651000
財政局,臺北市中正區臨沂段一小段0152-0002,1,1,597000
財政局,臺北市中正區臨沂段一小段0153-0003,34,34,36312000
財政局,臺北市中正區臨沂段一小段0154-0002,60,60,64080000
財政局,臺北市中正區臨沂段一小段0155-0000,52,52,55536000
財政局,臺北市中正區臨沂段一小段0156-0000,64,64,68352000
財政局,臺北市中正區臨沂段一小段0158-0002,33,18.8,20078400
財政局,臺北市松山區西松段三小段0456-0001,25,6.25,1937500
財政局,臺北市南港區玉成段四小段0167-0001,6,0.21,47880
財政局,臺北市信義區虎林段一小段0674-0008,6,6,2406000
財政局,臺北市內湖區文德段二小段0356-0006,3,3,732000
財政局,臺北市信義區虎林段一小段0674-0003,9,9,3222000
財政局,臺北市信義區虎林段一小段0674-0007,10,10,4010000
財政局,臺北市信義區虎林段一小段0674-0009,11,11,5670995
財政局,臺北市信義區虎林段一小段0674-0010,1,1,401000
財政局,臺北市中正區河堤段六小段0256-0001,1,1,312000
財政局,臺北市中正區河堤段六小段0256-0002,4,4,1248000
財政局,臺北市士林區福順段二小段0451-0000,127,127,38230048
財政局,臺北市士林區福順段二小段0451-0001,106,106,18868000
財政局,臺北市大安區復興段一小段0558-0001,2,0.44,259160
財政局,臺北市大安區復興段一小段0558-0002,2,0.44,259160
財政局,臺北市大安區復興段三小段0224-0001,3,0.76,424840
財政局,臺北市大安區復興段三小段0265-0002,2,0.01,5590
財政局,臺北市內湖區文德段二小段0356-0007,23,23,5612000
財政局,臺北市中正區河堤段五小段0583-0000,11,11,3795000
財政局,臺北市大安區金華段四小段0100-0003,1.45,1.45,653950
財政局,臺北市中正區河堤段五小段0583-0004,13,13,4485000
財政局,臺北市萬華區福星段二小段0048-0003,40,0.15,85613
財政局,臺北市北投區新民段四小段0152-0006,118,118,8531400
財政局,臺北市北投區新民段四小段0153-0000,823,823,59502900
財政局,臺北市北投區新民段四小段0156-0000,732,732,52923600
財政局,臺北市北投區新民段四小段0152-0000,228,228,16484400
財政局,臺北市大安區瑞安段二小段0566-0002,6,6,3144000
財政局,臺北市大安區瑞安段二小段0567-0003,1,1,524000
財政局,臺北市中正區城中段二小段0492-0000,137,137,104136988
財政局,臺北市大同區文昌段二小段0072-0001,9,1.31,235800
財政局,臺北市文山區興隆段二小段0452-0000,168,168,43158024
財政局,臺北市文山區興隆段二小段0452-0004,63,63,19278000
財政局,臺北市中正區公園段三小段0016-0000,787,787,437572000
財政局,臺北市中正區永昌段六小段0137-0000,3,3,1029000
財政局,臺北市大安區仁愛段四小段0511-0000,275,252.18,229754389
財政局,臺北市中正區永昌段六小段0137-0001,61,61,17840975
財政局,臺北市士林區百齡段五小段0268-0000,16,0.99,287100
財政局,臺北市士林區百齡段五小段0268-0001,12,0.74,214600
財政局,臺北市內湖區文德段四小段0086-0000,10,0.21,44940
財政局,臺北市萬華區福星段一小段0084-0001,6,6,2334000
財政局,臺北市中山區正義段一小段0319-0001,26,26,8216000
財政局,臺北市南港區中南段三小段0090-0000,484,12.1,2572896
財政局,臺北市北投區大業段四小段0406-0000,60.21,60.21,10898010
財政局,臺北市萬華區莒光段三小段0185-0001,119,119,26107053
財政局,臺北市萬華區莒光段三小段0185-0003,34,34,5780000
財政局,臺北市中山區中山段四小段0455-0004,1,0.17,71570
財政局,臺北市萬華區莒光段二小段0525-0003,2,2,412000
財政局,臺北市大同區迪化段三小段0487-0000,20,20,10060000
財政局,臺北市中山區長春段一小段0827-0001,4,1.26,1013040
財政局,臺北市內湖區碧湖段二小段0710-0000,145,145,22330000
財政局,臺北市內湖區碧湖段二小段0711-0000,180,180,27720000
財政局,臺北市大同區大同段一小段0754-0000,747,171.81,39859920
財政局,臺北市士林區永新段三小段0649-0000,29,14.5,3829871
財政局,臺北市南港區中南段四小段0254-0001,1,1,201000
財政局,臺北市南港區中南段四小段0305-0000,1,1,201000
財政局,臺北市南港區中南段四小段0325-0000,3,3,603000
財政局,臺北市中正區公園段三小段0020-0000,472,472,321674608
財政局,臺北市文山區萬慶段三小段0609-0000,46,3.83,869410
財政局,臺北市文山區興隆段三小段0399-0011,78,78,15288000
財政局,臺北市文山區興隆段三小段0559-0007,49,49,9604000
財政局,臺北市文山區興隆段三小段0559-0009,20,20,3920000
財政局,臺北市文山區興隆段三小段0560-0000,145,145,28420000
財政局,臺北市文山區興隆段三小段0560-0007,62,62,12152000
財政局,臺北市文山區興隆段三小段0562-0013,84,84,16464000
財政局,臺北市文山區興隆段三小段0563-0013,6,6,1176000
財政局,臺北市士林區永新段三小段0671-0000,102,51,14586000
財政局,臺北市士林區永新段三小段0675-0000,2,1,310000
財政局,臺北市大安區復興段二小段0170-0004,85,85,50142010
財政局,臺北市大安區復興段二小段0170-0005,61,61,33306000
財政局,臺北市中山區長春段一小段0782-0000,2329.48,2329.48,1007931054
財政局,臺北市大同區大龍段三小段0217-0000,102,102,27422598
財政局,臺北市大同區大龍段三小段0262-0000,44,44,7964000
財政局,臺北市南港區南港段一小段0375-0006,712,142.4,49840000
財政局,臺北市士林區天山段二小段0327-0001,1,1,209000
財政局,臺北市南港區玉成段三小段0342-0001,0.08,0.08,37760
財政局,臺北市大同區延平段三小段0414-0000,38,38,8626000
財政局,臺北市信義區祥和段三小段0336-0003,3,0.75,246000
財政局,臺北市文山區興隆段三小段0217-0005,5,5,980000
財政局,臺北市文山區興隆段三小段0219-0010,222,222,43512000
財政局,臺北市文山區木柵段三小段0326-0000,4,4,1244000
財政局,臺北市文山區興安段二小段0376-0001,24,8.34,790632
財政局,臺北市文山區興安段二小段0376-0002,0.31,0.11,22220
財政局,臺北市大同區雙連段三小段0640-0001,22,22,4202000
財政局,臺北市萬華區龍山段一小段0346-0001,6,6,2028000
財政局,臺北市萬華區龍山段二小段0125-0001,2,2,534000
財政局,臺北市文山區政大段三小段0054-0000,28,14,802186
財政局,臺北市大安區大安段三小段0539-0000,22,22,22308000
財政局,臺北市中山區北安段二小段0472-0001,7,7,3108000
財政局,臺北市中山區北安段二小段0600-0000,34,34,12342000
財政局,臺北市中山區北安段二小段0638-0000,11,11,3993000
財政局,臺北市中山區北安段二小段0750-0001,41,41,14883000
財政局,臺北市中正區永昌段五小段0468-0003,95,95,32015000
財政局,臺北市中正區永昌段五小段0468-0006,275,275,81755025
財政局,臺北市中正區永昌段五小段0468-0008,18,18,6066000
財政局,臺北市萬華區萬大段二小段0123-0002,1,1,199000
財政局,臺北市大安區通化段五小段0176-0001,2,2,1906000
財政局,臺北市大安區通化段五小段0176-0002,4,4,3812000
財政局,臺北市中正區城中段二小段0110-0005,13,13,8676005
財政局,臺北市中正區南海段二小段0343-0000,94,94,38164000
財政局,臺北市中正區城中段二小段0110-0010,6,6,3462000
財政局,臺北市大安區辛亥段五小段0347-0000,36,36,2268000
財政局,臺北市大安區辛亥段五小段0348-0000,287,287,18081000
財政局,臺北市內湖區康寧段二小段0230-0004,28,28,7494004
財政局,臺北市內湖區康寧段二小段0241-0002,4,4,784000
財政局,臺北市內湖區康寧段三小段0176-0000,6,6,1626000
財政局,臺北市內湖區康寧段三小段0183-0000,165,165,51948435
財政局,臺北市文山區華興段三小段0539-0003,18,18,5760000
財政局,臺北市中正區南海段二小段0517-0003,71,71,40399000
財政局,臺北市中正區南海段二小段0485-0000,66,66,37925976
財政局,臺北市中正區南海段二小段0339-0000,589,589,276314036
財政局,臺北市中正區南海段二小段0357-0002,41,41,28372000
財政局,臺北市萬華區萬大段二小段0120-0001,6,6,1128000
財政局,臺北市文山區興安段二小段0014-0002,187,187,61336000
